item_id,rating_count,average_rating,recommendation_score,rank
I486,12,3.4166666666666665,3.1552515974440896,77
I423,6,3.6666666666666665,3.152617350700418,78
I183,6,3.6666666666666665,3.152617350700418,79
I58,13,3.3846153846153846,3.1505470035821475,80
I444,7,3.5714285714285716,3.146964856230032,81
I475,7,3.5714285714285716,3.146964856230032,82
I259,7,3.5714285714285716,3.146964856230032,83
I109,7,3.5714285714285716,3.146964856230032,84
I467,7,3.5714285714285716,3.146964856230032,85
I133,7,3.5714285714285716,3.146964856230032,86
I80,14,3.357142857142857,3.1461191505356134,87
I142,14,3.357142857142857,3.1461191505356134,88
I12,8,3.5,3.1417161113646737,89
I274,8,3.5,3.1417161113646737,90
I347,8,3.5,3.1417161113646737,91
I201,8,3.5,3.1417161113646737,92
I455,8,3.5,3.1417161113646737,93
I415,8,3.5,3.1417161113646737,94
I3,8,3.5,3.1417161113646737,95
I316,16,3.3125,3.1380014199503017,96
I280,9,3.4444444444444446,3.136829348903823,97
I458,9,3.4444444444444446,3.136829348903823,98
I208,9,3.4444444444444446,3.136829348903823,99
I313,9,3.4444444444444446,3.136829348903823,100
I103,9,3.4444444444444446,3.136829348903823,101
I127,10,3.4,3.1322683706070285,102
I394,11,3.3636363636363638,3.1280016489745437,103
I345,11,3.3636363636363638,3.1280016489745437,104
I137,11,3.3636363636363638,3.1280016489745437,105
I98,11,3.3636363636363638,3.1280016489745437,106
I330,12,3.3333333333333335,3.1240015974440896,107
I107,12,3.3333333333333335,3.1240015974440896,108
I182,12,3.3333333333333335,3.1240015974440896,109
I73,13,3.3076923076923075,3.120243973279117,110
I483,13,3.3076923076923075,3.120243973279117,111
I400,14,3.2857142857142856,3.1167073858297307,112
I380,6,3.5,3.114155812238879,113
I194,6,3.5,3.114155812238879,114
I293,15,3.2666666666666666,3.113372889091739,115
I81,15,3.2666666666666666,3.113372889091739,116
I245,15,3.2666666666666666,3.113372889091739,117
I167,15,3.2666666666666666,3.113372889091739,118
I328,7,3.4285714285714284,3.1099278191929947,119
I102,7,3.4285714285714284,3.1099278191929947,120
I326,7,3.4285714285714284,3.1099278191929947,121
I8,8,3.375,3.106001825650388,122
I428,8,3.375,3.106001825650388,123
I310,8,3.375,3.106001825650388,124
I403,18,3.2222222222222223,3.104422397847654,125
I164,9,3.3333333333333335,3.1023465902831333,126
I82,9,3.3333333333333335,3.1023465902831333,127
I351,9,3.3333333333333335,3.1023465902831333,128
I376,9,3.3333333333333335,3.1023465902831333,129
I339,9,3.3333333333333335,3.1023465902831333,130
I244,9,3.3333333333333335,3.1023465902831333,131
I171,10,3.3,3.0989350372736952,132
I319,10,3.3,3.0989350372736952,133
I77,10,3.3,3.0989350372736952,134
I246,11,3.272727272727273,3.0957435844584147,135
I388,11,3.272727272727273,3.0957435844584147,136
I447,11,3.272727272727273,3.0957435844584147,137
I112,11,3.272727272727273,3.0957435844584147,138
I460,12,3.25,3.0927515974440896,139
I234,12,3.25,3.0927515974440896,140
I223,12,3.25,3.0927515974440896,141
I237,13,3.230769230769231,3.089940942976087,142
I484,13,3.230769230769231,3.089940942976087,143
I156,13,3.230769230769231,3.089940942976087,144
I95,13,3.230769230769231,3.089940942976087,145
I56,16,3.1875,3.082445864394746,146
I131,5,3.4,3.0787220447284347,147
I379,6,3.3333333333333335,3.0756942737773407,148
I362,7,3.2857142857142856,3.0728907821559575,149
I7,7,3.2857142857142856,3.0728907821559575,150
I258,7,3.2857142857142856,3.0728907821559575,151
I74,8,3.25,3.070287539936102,152
I69,8,3.25,3.070287539936102,153
I189,8,3.25,3.070287539936102,154
I446,8,3.25,3.070287539936102,155
I459,8,3.25,3.070287539936102,156
I254,8,3.25,3.070287539936102,157
I196,8,3.25,3.070287539936102,158
I369,9,3.2222222222222223,3.0678638316624434,159
I172,9,3.2222222222222223,3.0678638316624434,160
I85,9,3.2222222222222223,3.0678638316624434,161
I132,9,3.2222222222222223,3.0678638316624434,162
I260,9,3.2222222222222223,3.0678638316624434,163
I226,9,3.2222222222222223,3.0678638316624434,164
I232,9,3.2222222222222223,3.0678638316624434,165
I78,9,3.2222222222222223,3.0678638316624434,166
I491,10,3.2,3.065601703940362,167
I120,11,3.1818181818181817,3.0634855199422857,168
I65,11,3.1818181818181817,3.0634855199422857,169
I235,11,3.1818181818181817,3.0634855199422857,170
I155,11,3.1818181818181817,3.0634855199422857,171
I122,11,3.1818181818181817,3.0634855199422857,172
I130,11,3.1818181818181817,3.0634855199422857,173
I94,11,3.1818181818181817,3.0634855199422857,174
I202,11,3.1818181818181817,3.0634855199422857,175
I210,11,3.1818181818181817,3.0634855199422857,176
I487,12,3.1666666666666665,3.0615015974440896,177
I430,12,3.1666666666666665,3.0615015974440896,178
I381,12,3.1666666666666665,3.0615015974440896,179
I297,13,3.1538461538461537,3.0596379126730566,180
I262,13,3.1538461538461537,3.0596379126730566,181
I143,13,3.1538461538461537,3.0596379126730566,182
I383,14,3.142857142857143,3.0578838564179662,183
I385,14,3.142857142857143,3.0578838564179662,184
I145,14,3.142857142857143,3.0578838564179662,185
I287,15,3.1333333333333333,3.0562300319488815,186
I432,5,3.2,3.0387220447284347,187
I187,5,3.2,3.0387220447284347,188
I402,5,3.2,3.0387220447284347,189
I412,6,3.1666666666666665,3.0372327353158024,190
I256,6,3.1666666666666665,3.0372327353158024,191
I128,6,3.1666666666666665,3.0372327353158024,192
I63,7,3.142857142857143,3.0358537451189207,193
I411,7,3.142857142857143,3.0358537451189207,194
I285,7,3.142857142857143,3.0358537451189207,195
I11,7,3.142857142857143,3.0358537451189207,196
I315,7,3.142857142857143,3.0358537451189207,197
I416,7,3.142857142857143,3.0358537451189207,198
I481,7,3.142857142857143,3.0358537451189207,199
I219,8,3.125,3.0345732542218165,200
I279,8,3.125,3.0345732542218165,201
I41,8,3.125,3.0345732542218165,202
I479,8,3.125,3.0345732542218165,203
I175,8,3.125,3.0345732542218165,204
I117,9,3.111111111111111,3.033381073041754,205
I276,9,3.111111111111111,3.033381073041754,206
I343,9,3.111111111111111,3.033381073041754,207
I28,9,3.111111111111111,3.033381073041754,208
I306,10,3.1,3.0322683706070284,209
I134,10,3.1,3.0322683706070284,210
I108,10,3.1,3.0322683706070284,211
I382,10,3.1,3.0322683706070284,212
I281,11,3.090909090909091,3.0312274554261567,213
I477,12,3.0833333333333335,3.0302515974440896,214
I229,12,3.0833333333333335,3.0302515974440896,215
I163,13,3.076923076923077,3.0293348823700263,216
I440,13,3.076923076923077,3.0293348823700263,217
I195,13,3.076923076923077,3.0293348823700263,218
I421,13,3.076923076923077,3.0293348823700263,219
I26,14,3.0714285714285716,3.028472091712084,220
I424,14,3.0714285714285716,3.028472091712084,221
I236,15,3.066666666666667,3.027658603377453,222
I207,16,3.0625,3.0268903088391905,223
I147,16,3.0625,3.0268903088391905,224
I311,17,3.0588235294117645,3.0261635437354286,225
I251,16,3.0,2.999112531061413,226
I204,15,3.0,2.999087174806024,227
I231,14,3.0,2.9990603270062017,228
I409,13,3.0,2.9990318520669956,229
I176,12,3.0,2.9990015974440896,230
I68,12,3.0,2.9990015974440896,231
I42,12,3.0,2.9990015974440896,232
I468,12,3.0,2.9990015974440896,233
I384,12,3.0,2.9990015974440896,234
I268,11,3.0,2.9989693909100277,235
I378,11,3.0,2.9989693909100277,236
I159,11,3.0,2.9989693909100277,237
I241,11,3.0,2.9989693909100277,238
I404,11,3.0,2.9989693909100277,239
I190,11,3.0,2.9989693909100277,240
I399,10,3.0,2.998935037273695,241
I353,10,3.0,2.998935037273695,242
I333,10,3.0,2.998935037273695,243
I290,10,3.0,2.998935037273695,244
I224,10,3.0,2.998935037273695,245
I29,10,3.0,2.998935037273695,246
I435,10,3.0,2.998935037273695,247
I482,9,3.0,2.998898314421064,248
I341,9,3.0,2.998898314421064,249
I422,9,3.0,2.998898314421064,250
I99,8,3.0,2.998858968507531,251
I84,8,3.0,2.998858968507531,252
I489,8,3.0,2.998858968507531,253
I461,8,3.0,2.998858968507531,254
I431,8,3.0,2.998858968507531,255
I27,8,3.0,2.998858968507531,256
I322,7,3.0,2.9988167080818835,257
I34,7,3.0,2.9988167080818835,258
I338,7,3.0,2.9988167080818835,259
I25,7,3.0,2.9988167080818835,260
I18,6,3.0,2.998771196854264,261
I79,6,3.0,2.998771196854264,262
I439,6,3.0,2.998771196854264,263
I138,5,3.0,2.9987220447284346,264
I188,5,3.0,2.9987220447284346,265
I323,5,3.0,2.9987220447284346,266
I116,5,3.0,2.9987220447284346,267
I96,5,3.0,2.9987220447284346,268
I445,5,3.0,2.9987220447284346,269
I471,3,3.0,2.998610918183081,270
I53,3,3.0,2.998610918183081,271
I465,2,3.0,2.9985477781004937,272
I275,16,2.9375,2.971334753283635,273
I271,16,2.9375,2.971334753283635,274
I152,16,2.9375,2.971334753283635,275
I300,15,2.933333333333333,2.9705157462345957,276
I277,13,2.923076923076923,2.9687288217639654,277
I456,13,2.923076923076923,2.9687288217639654,278
I292,13,2.923076923076923,2.9687288217639654,279
I111,12,2.9166666666666665,2.9677515974440896,280
I389,12,2.9166666666666665,2.9677515974440896,281
I398,11,2.909090909090909,2.9667113263938987,282
I413,11,2.909090909090909,2.9667113263938987,283
I20,11,2.909090909090909,2.9667113263938987,284
I305,10,2.9,2.9656017039403615,285
I308,10,2.9,2.9656017039403615,286
I349,10,2.9,2.9656017039403615,287
I344,10,2.9,2.9656017039403615,288
I124,10,2.9,2.9656017039403615,289
I162,10,2.9,2.9656017039403615,290
I390,9,2.888888888888889,2.9644155558003744,291
I93,8,2.875,2.963144682793245,292
I354,8,2.875,2.963144682793245,293
I9,8,2.875,2.963144682793245,294
I36,7,2.857142857142857,2.9617796710448463,295
I386,7,2.857142857142857,2.9617796710448463,296
I91,7,2.857142857142857,2.9617796710448463,297
I62,7,2.857142857142857,2.9617796710448463,298
I240,7,2.857142857142857,2.9617796710448463,299
I375,7,2.857142857142857,2.9617796710448463,300
I437,7,2.857142857142857,2.9617796710448463,301
I288,6,2.8333333333333335,2.9603096583927258,302
I462,6,2.8333333333333335,2.9603096583927258,303
I417,6,2.8333333333333335,2.9603096583927258,304
I336,6,2.8333333333333335,2.9603096583927258,305
I14,5,2.8,2.9587220447284346,306
I129,5,2.8,2.9587220447284346,307
I218,5,2.8,2.9587220447284346,308
I39,5,2.8,2.9587220447284346,309
I405,4,2.75,2.9570021299254527,310
I191,4,2.75,2.9570021299254527,311
I448,4,2.75,2.9570021299254527,312
I184,3,2.6666666666666665,2.9551326573135155,313
I401,3,2.6666666666666665,2.9551326573135155,314
I355,17,2.8823529411764706,2.945082462654348,315
I198,17,2.8823529411764706,2.945082462654348,316
I392,16,2.875,2.9435569755058575,317
I370,16,2.875,2.9435569755058575,318
I470,16,2.875,2.9435569755058575,319
I83,15,2.8666666666666667,2.941944317663167,320
I64,13,2.8461538461538463,2.938425791460935,321
I220,13,2.8461538461538463,2.938425791460935,322
I87,12,2.8333333333333335,2.9365015974440896,323
I123,11,2.8181818181818183,2.9344532618777697,324
I269,11,2.8181818181818183,2.9344532618777697,325
I303,11,2.8181818181818183,2.9344532618777697,326
I148,11,2.8181818181818183,2.9344532618777697,327
I239,11,2.8181818181818183,2.9344532618777697,328
I314,11,2.8181818181818183,2.9344532618777697,329
I238,11,2.8181818181818183,2.9344532618777697,330
I334,10,2.8,2.9322683706070283,331
I337,10,2.8,2.9322683706070283,332
I263,10,2.8,2.9322683706070283,333
I466,10,2.8,2.9322683706070283,334
I113,10,2.8,2.9322683706070283,335
I115,9,2.7777777777777777,2.929932797179685,336
I170,9,2.7777777777777777,2.929932797179685,337
I119,8,2.75,2.9274303970789592,338
I105,8,2.75,2.9274303970789592,339
I496,20,2.85,2.9242012779552713,340
I441,6,2.6666666666666665,2.921848119931187,341
I436,6,2.6666666666666665,2.921848119931187,342
I21,6,2.6666666666666665,2.921848119931187,343
I255,6,2.6666666666666665,2.921848119931187,344
I144,5,2.6,2.9187220447284346,345
I6,16,2.8125,2.91577919772808,346
I32,16,2.8125,2.91577919772808,347
I485,4,2.5,2.915335463258786,348
I222,15,2.8,2.9133728890917387,349
I114,14,2.7857142857142856,2.9108250328885545,350
I366,14,2.7857142857142856,2.9108250328885545,351
I252,13,2.769230769230769,2.908122761157905,352
I104,13,2.769230769230769,2.908122761157905,353
I205,13,2.769230769230769,2.908122761157905,354
I425,13,2.769230769230769,2.908122761157905,355
I273,12,2.75,2.9052515974440896,356
I372,11,2.727272727272727,2.9021951973616407,357
I393,11,2.727272727272727,2.9021951973616407,358
I266,11,2.727272727272727,2.9021951973616407,359
I497,11,2.727272727272727,2.9021951973616407,360
I295,11,2.727272727272727,2.9021951973616407,361
I282,11,2.727272727272727,2.9021951973616407,362
I118,11,2.727272727272727,2.9021951973616407,363
I361,11,2.727272727272727,2.9021951973616407,364
I438,11,2.727272727272727,2.9021951973616407,365
I233,10,2.7,2.898935037273695,366
I371,10,2.7,2.898935037273695,367
I186,10,2.7,2.898935037273695,368
I30,10,2.7,2.898935037273695,369
I493,10,2.7,2.898935037273695,370
I253,10,2.7,2.898935037273695,371
I374,9,2.6666666666666665,2.895450038558995,372
I414,9,2.6666666666666665,2.895450038558995,373
I70,9,2.6666666666666665,2.895450038558995,374
I168,9,2.6666666666666665,2.895450038558995,375
I443,9,2.6666666666666665,2.895450038558995,376
I391,7,2.5714285714285716,2.8877055969707723,377
I342,7,2.5714285714285716,2.8877055969707723,378
I318,7,2.5714285714285716,2.8877055969707723,379
I317,7,2.5714285714285716,2.8877055969707723,380
I453,15,2.7333333333333334,2.8848014605203103,381
I153,15,2.7333333333333334,2.8848014605203103,382
I426,6,2.5,2.8833865814696487,383
I16,14,2.7142857142857144,2.8814132681826723,384
I92,14,2.7142857142857144,2.8814132681826723,385
I31,14,2.7142857142857144,2.8814132681826723,386
I197,5,2.4,2.8787220447284345,387
I480,13,2.6923076923076925,2.8778197308548745,388
I37,13,2.6923076923076925,2.8778197308548745,389
I22,12,2.6666666666666665,2.8740015974440896,390
I299,12,2.6666666666666665,2.8740015974440896,391
I45,12,2.6666666666666665,2.8740015974440896,392
I307,12,2.6666666666666665,2.8740015974440896,393
I2,12,2.6666666666666665,2.8740015974440896,394
I88,12,2.6666666666666665,2.8740015974440896,395
I51,11,2.6363636363636362,2.8699371328455117,396
I452,11,2.6363636363636362,2.8699371328455117,397
I13,11,2.6363636363636362,2.8699371328455117,398
I55,11,2.6363636363636362,2.8699371328455117,399
I358,3,2.0,2.868176135574385,400
I454,18,2.7222222222222223,2.8675802925844964,401
I464,10,2.6,2.865601703940362,402
I151,10,2.6,2.865601703940362,403
I495,10,2.6,2.865601703940362,404
I154,10,2.6,2.865601703940362,405
I24,10,2.6,2.865601703940362,406
I350,17,2.7058823529411766,2.864001381573267,407
I97,9,2.5555555555555554,2.8609672799383055,408
I406,9,2.5555555555555554,2.8609672799383055,409
I278,9,2.5555555555555554,2.8609672799383055,410
I46,9,2.5555555555555554,2.8609672799383055,411
I179,9,2.5555555555555554,2.8609672799383055,412
I174,9,2.5555555555555554,2.8609672799383055,413
I433,9,2.5555555555555554,2.8609672799383055,414
I346,16,2.6875,2.860223642172524,415
I47,15,2.6666666666666665,2.856230031948882,416
I126,8,2.5,2.856001825650388,417
I10,8,2.5,2.856001825650388,418
I286,14,2.642857142857143,2.8520015034767896,419
I75,14,2.642857142857143,2.8520015034767896,420
I296,14,2.642857142857143,2.8520015034767896,421
I110,7,2.4285714285714284,2.8506685599337356,422
I140,7,2.4285714285714284,2.8506685599337356,423
I86,7,2.4285714285714284,2.8506685599337356,424
I473,7,2.4285714285714284,2.8506685599337356,425
I348,13,2.6153846153846154,2.8475167005518442,426
I335,13,2.6153846153846154,2.8475167005518442,427
I15,13,2.6153846153846154,2.8475167005518442,428
I40,13,2.6153846153846154,2.8475167005518442,429
I213,6,2.3333333333333335,2.84492504300811,430
I48,12,2.5833333333333335,2.8427515974440896,431
I359,12,2.5833333333333335,2.8427515974440896,432
I367,12,2.5833333333333335,2.8427515974440896,433
I121,5,2.2,2.8387220447284345,434
I136,5,2.2,2.8387220447284345,435
I160,16,2.625,2.832445864394746,436
I434,10,2.5,2.8322683706070286,437
I161,10,2.5,2.8322683706070286,438
I38,10,2.5,2.8322683706070286,439
I242,4,2.0,2.8320021299254527,440
I173,9,2.4444444444444446,2.826484521317616,441
I332,9,2.4444444444444446,2.826484521317616,442
I302,3,1.6666666666666667,2.82469787470482,443
I363,14,2.5714285714285716,2.8225897387709074,444
I89,8,2.375,2.820287539936102,445
I214,7,2.2857142857142856,2.8136315228966984,446
I216,12,2.5,2.8115015974440896,447
I227,11,2.4545454545454546,2.8054210038132537,448
I357,16,2.5625,2.804668086616968,449
I373,15,2.533333333333333,2.7990871748060244,450
I5,10,2.4,2.798935037273695,451
I54,10,2.4,2.798935037273695,452
I360,10,2.4,2.798935037273695,453
I377,10,2.4,2.798935037273695,454
I265,10,2.4,2.798935037273695,455
I193,9,2.3333333333333335,2.792001762696926,456
I125,9,2.3333333333333335,2.792001762696926,457
I407,9,2.3333333333333335,2.792001762696926,458
I304,9,2.3333333333333335,2.792001762696926,459
I61,8,2.25,2.7845732542218165,460
I267,8,2.25,2.7845732542218165,461
I364,8,2.25,2.7845732542218165,462
I397,8,2.25,2.7845732542218165,463
I329,8,2.25,2.7845732542218165,464
I90,12,2.4166666666666665,2.7802515974440896,465
I463,7,2.142857142857143,2.776594485859661,466
I478,7,2.142857142857143,2.776594485859661,467
I418,11,2.3636363636363638,2.7731629392971247,468
I225,11,2.3636363636363638,2.7731629392971247,469
I52,15,2.466666666666667,2.770515746234596,470
I211,10,2.3,2.7656017039403618,471
I325,10,2.3,2.7656017039403618,472
I150,10,2.3,2.7656017039403618,473
I200,14,2.4285714285714284,2.763766209359143,474
I60,14,2.4285714285714284,2.763766209359143,475
I169,5,1.8,2.7587220447284344,476
I327,12,2.3333333333333335,2.7490015974440896,477
I166,8,2.125,2.748858968507531,478
I396,8,2.125,2.748858968507531,479
I291,4,1.5,2.7486687965921193,480
I192,11,2.272727272727273,2.7409048747809956,481
I135,10,2.2,2.7322683706070285,482
I309,20,2.45,2.7242012779552716,483
I101,12,2.25,2.7177515974440896,484
I472,15,2.3333333333333335,2.7133728890917386,485
I165,8,2.0,2.713144682793245,486
I106,18,2.388888888888889,2.709685555742391,487
I243,11,2.1818181818181817,2.7086468102648666,488
I457,4,1.25,2.7070021299254527,489
I212,7,1.8571428571428572,2.702520411785587,490
I488,10,2.1,2.698935037273695,491
I498,9,2.0,2.688553486834857,492
I23,11,2.090909090909091,2.6763887457487376,493
I427,14,2.2142857142857144,2.6755309152414957,494
I368,14,2.142857142857143,2.6461191505356134,495
I71,10,1.9,2.6322683706070285,496
I494,14,2.0714285714285716,2.616707385829731,497
I76,10,1.8,2.5989350372736952,498
I67,16,2.0,2.554668086616968,499
I450,10,1.6,2.5322683706070284,500
