item_id,rating_count,average_rating,rating_std,five_star_count,one_star_count,five_star_ratio,concentration_score,max_ratings_in_5min,velocity_score,suspicious_user_ratings,campaign_score,manipulation_score,rating_risk
I237,13,3.230769230769231,1.640825308284734,4,3,0.3076923076923077,30.76923076923077,1,10.0,0.0,0.0,15.307692307692308,LOW RISK
I238,11,2.8181818181818183,1.6011359603844901,2,3,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I239,11,2.8181818181818183,1.5374122295716148,2,3,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I24,10,2.6,1.2649110640673518,1,2,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I240,7,2.857142857142857,1.7728105208558367,1,3,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I241,11,3.0,1.414213562373095,2,2,0.18181818181818182,18.181818181818183,1,10.0,1.0,12.5,14.022727272727273,LOW RISK
I242,4,2.0,1.4142135623730951,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I243,11,2.1818181818181817,1.2504544628399563,0,5,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I244,9,3.3333333333333335,1.224744871391589,2,0,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I245,15,3.2666666666666666,1.709915063331955,5,4,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I246,11,3.272727272727273,1.3483997249264843,3,1,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I247,6,3.8333333333333335,1.1690451944500122,2,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I248,10,3.6,1.3498971154211057,3,1,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I249,8,3.625,1.407885953173359,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I25,7,3.0,1.1547005383792515,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I250,9,3.7777777777777777,1.3017082793177757,3,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I251,16,3.0,1.414213562373095,3,3,0.1875,18.75,1,10.0,0.0,0.0,10.5,LOW RISK
I252,13,2.769230769230769,1.3634420996046583,2,2,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I253,10,2.7,0.9486832980505137,0,1,0.0,0.0,1,10.0,1.0,12.5,6.75,LOW RISK
I254,8,3.25,1.2817398889233114,2,0,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I255,6,2.6666666666666665,1.632993161855452,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I256,6,3.1666666666666665,1.4719601443879744,2,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I257,9,3.5555555555555554,1.3333333333333335,3,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I258,7,3.2857142857142856,1.1126972805283735,1,0,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I259,7,3.5714285714285716,1.3972762620115438,3,0,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I26,14,3.0714285714285716,1.4392458342578487,2,3,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I260,9,3.2222222222222223,1.3017082793177757,2,1,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I261,7,3.857142857142857,1.0690449676496974,2,0,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I262,13,3.1538461538461537,1.6251232694862385,4,3,0.3076923076923077,30.76923076923077,1,10.0,0.0,0.0,15.307692307692308,LOW RISK
I263,10,2.8,1.3165611772087666,1,2,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I264,9,4.333333333333333,0.8660254037844384,5,0,0.5555555555555556,55.55555555555556,1,10.0,0.0,0.0,25.222222222222225,LOW RISK
I265,10,2.4,1.1737877907772674,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I266,11,2.727272727272727,1.1908743922772957,1,2,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I267,8,2.25,1.4880476182856899,1,3,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I268,11,3.0,1.3416407864998738,1,2,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I269,11,2.8181818181818183,1.2504544628399563,1,2,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I27,8,3.0,1.0690449676496974,1,0,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I270,12,3.5,1.243163121016122,3,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I271,16,2.9375,1.4361406616345072,4,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I272,6,4.0,0.6324555320336759,1,0,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I273,12,2.75,1.6583123951776997,3,4,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I274,8,3.5,1.1952286093343938,2,0,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I275,16,2.9375,1.5692354826475214,4,4,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I276,9,3.111111111111111,1.7638342073763935,3,3,0.3333333333333333,33.33333333333333,1,10.0,1.0,12.5,20.083333333333332,LOW RISK
I277,13,2.923076923076923,1.3821202589704018,2,2,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I278,9,2.5555555555555554,1.509230856356236,1,3,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I279,8,3.125,1.1259916264596033,1,0,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I28,9,3.111111111111111,1.4529663145135578,1,2,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I280,9,3.4444444444444446,1.6666666666666667,3,2,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I281,11,3.090909090909091,1.044465935734187,1,0,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I282,11,2.727272727272727,1.618079669911781,2,4,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I283,11,3.6363636363636362,1.2060453783110545,3,1,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I284,14,3.4285714285714284,0.9376144618769908,2,0,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I285,7,3.142857142857143,1.3451854182690985,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I286,14,2.642857142857143,1.499083969380217,3,3,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I287,15,3.1333333333333333,1.4573295865416045,3,3,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I288,6,2.8333333333333335,0.983192080250175,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I289,7,3.7142857142857144,1.6035674514745462,3,1,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I29,10,3.0,1.0540925533894598,1,0,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
