user_id,bot_score,spam_rate,duplicate_rate,spam_score,duplicate_score,degree,weighted_degree,coordination_events,coordination_score,suspicious_ratings,rating_attack_score,risk_score,campaign_boost,risk_level,explanation
U60,8.171984187584092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042996046896023,0,LOW RISK,No major suspicious signals detected.
U61,28.26114014581467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.065285036453668,0,LOW RISK,No major suspicious signals detected.
U62,32.92847607631082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.232119019077706,0,LOW RISK,No major suspicious signals detected.
U63,10.629370583817762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6573426459544405,0,LOW RISK,No major suspicious signals detected.
U64,24.743668142225797,0.0,0.14285714285714285,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.614488464127878,0,LOW RISK,No major suspicious signals detected.
U65,18.13441785713341,0.3333333333333333,0.3333333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.200271130950018,0,LOW RISK,No major suspicious signals detected.
U66,30.112074348456137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.528018587114034,0,LOW RISK,No major suspicious signals detected.
U67,33.2238674162751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.305966854068775,0,LOW RISK,No major suspicious signals detected.
U68,24.998408682975903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249602170743976,0,LOW RISK,No major suspicious signals detected.
U69,16.87529857626731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218824644066827,0,LOW RISK,No major suspicious signals detected.
U70,8.286153678756987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.071538419689247,0,LOW RISK,No major suspicious signals detected.
U71,52.97830210539188,0.6666666666666666,0.6666666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,26.5779088596813,0,LOW RISK,"Suspicious because of: moderate bot-like behavior, high spam activity, repeated content."
U72,27.18238533630214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.795596334075535,0,LOW RISK,No major suspicious signals detected.
U73,30.039633495553367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.509908373888342,0,LOW RISK,No major suspicious signals detected.
U74,14.965550632423474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7413876581058685,0,LOW RISK,No major suspicious signals detected.
U75,26.008936419936514,0.1111111111111111,0.1111111111111111,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8.724456327206351,0,LOW RISK,No major suspicious signals detected.
U76,14.93781824910821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7344545622770524,0,LOW RISK,No major suspicious signals detected.
U77,23.908423736393985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.977105934098496,0,LOW RISK,No major suspicious signals detected.
U78,21.24574821881552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31143705470388,0,LOW RISK,No major suspicious signals detected.
U79,30.52665986389856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63166496597464,0,LOW RISK,No major suspicious signals detected.
U80,56.8737343591463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.218433589786574,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U81,5.9972827591691615,0.2,0.2,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49932068979229,0,LOW RISK,No major suspicious signals detected.
U82,22.29213530338641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573033825846602,0,LOW RISK,No major suspicious signals detected.
U83,27.92664099537968,0.0,0.14285714285714285,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,8.410231677416348,0,LOW RISK,No major suspicious signals detected.
U84,16.956322948059498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239080737014874,0,LOW RISK,No major suspicious signals detected.
U85,26.043397423891577,0.2857142857142857,0.2857142857142857,28.57142857142857,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,12.22513507025861,0,LOW RISK,No major suspicious signals detected.
U86,22.39019697643281,0.07692307692307693,0.07692307692307693,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,7.136010782569741,0,LOW RISK,No major suspicious signals detected.
U87,5.885357619437814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4713394048594535,0,LOW RISK,No major suspicious signals detected.
U88,11.932271520704496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983067880176124,0,LOW RISK,No major suspicious signals detected.
U89,55.89969748179929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.974924370449823,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U90,12.980425343540514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2451063358851284,0,LOW RISK,No major suspicious signals detected.
U91,15.94503484906345,0.1111111111111111,0.1111111111111111,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,6.208480934488085,0,LOW RISK,No major suspicious signals detected.
U92,10.397304985472967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.599326246368242,0,LOW RISK,No major suspicious signals detected.
U93,34.231555364466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5578888411165,0,LOW RISK,No major suspicious signals detected.
U94,57.91207026908457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.478017567271143,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U95,57.798349745815614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.449587436453903,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U96,39.77571736774918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.943929341937295,0,LOW RISK,No major suspicious signals detected.
U97,29.112298135648167,0.25,0.25,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.278074533912042,0,LOW RISK,No major suspicious signals detected.
U98,34.80199373028695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700498432571738,0,LOW RISK,No major suspicious signals detected.
U99,58.48729953892966,0.16666666666666666,0.16666666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,17.95515821806575,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U100,22.83406965449483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.708517413623707,0,LOW RISK,No major suspicious signals detected.
U101,21.91150985806513,0.0,0.16666666666666666,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,7.144544131182949,0,LOW RISK,No major suspicious signals detected.
U102,12.123193021901145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.030798255475286,0,LOW RISK,No major suspicious signals detected.
U103,28.783147373487736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.195786843371934,0,LOW RISK,No major suspicious signals detected.
U104,68.13903036549915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.034757591374788,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U105,21.359853134554317,0.2,0.2,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.339963283638578,0,LOW RISK,No major suspicious signals detected.
U106,14.297128407318482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5742821018296205,0,LOW RISK,No major suspicious signals detected.
U107,16.870937528966294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217734382241574,0,LOW RISK,No major suspicious signals detected.
U108,38.746171690913606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.686542922728401,0,LOW RISK,No major suspicious signals detected.
U109,32.9170996729359,0.14285714285714285,0.14285714285714285,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,11.086417775376832,0,LOW RISK,No major suspicious signals detected.
U110,12.873879717568547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218469929392137,0,LOW RISK,No major suspicious signals detected.
U111,19.456458352377595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.864114588094399,0,LOW RISK,No major suspicious signals detected.
U112,24.13552279520687,0.4,0.4,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,14.033880698801717,0,LOW RISK,No major suspicious signals detected.
U113,16.324028880176524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081007220044131,0,LOW RISK,No major suspicious signals detected.
U114,63.79397454503656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94849363625914,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U115,34.422604547106715,0.16666666666666666,0.16666666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,11.938984470110011,0,LOW RISK,No major suspicious signals detected.
U116,20.077464865555584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.019366216388896,0,LOW RISK,No major suspicious signals detected.
U117,17.192171315762597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.298042828940649,0,LOW RISK,No major suspicious signals detected.
U118,23.891916937728745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.972979234432186,0,LOW RISK,No major suspicious signals detected.
U119,41.80858561675663,0.25,0.25,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.452146404189158,0,LOW RISK,No major suspicious signals detected.
U120,25.871149214145483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.467787303536371,0,LOW RISK,No major suspicious signals detected.
U121,33.467409225662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3668523064155,0,LOW RISK,No major suspicious signals detected.
U122,20.11705106682341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029262766705853,0,LOW RISK,No major suspicious signals detected.
U123,38.47280476522821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.618201191307053,0,LOW RISK,No major suspicious signals detected.
U124,23.90744276564982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.976860691412455,0,LOW RISK,No major suspicious signals detected.
U125,11.205950908199208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801487727049802,0,LOW RISK,No major suspicious signals detected.
U126,30.741209500135117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.685302375033779,0,LOW RISK,No major suspicious signals detected.
U127,51.87681046446233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.969202616115583,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U128,17.141254704053523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285313676013381,0,LOW RISK,No major suspicious signals detected.
U129,23.981293680514952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.995323420128738,0,LOW RISK,No major suspicious signals detected.
U130,16.085374503186006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021343625796502,0,LOW RISK,No major suspicious signals detected.
U131,33.686438913108546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.421609728277136,0,LOW RISK,No major suspicious signals detected.
U132,20.67430232320472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16857558080118,0,LOW RISK,No major suspicious signals detected.
U133,13.725127816202328,0.2,0.2,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431281954050582,0,LOW RISK,No major suspicious signals detected.
U134,34.26903184244376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56725796061094,0,LOW RISK,No major suspicious signals detected.
U135,27.630653210413016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907663302603254,0,LOW RISK,No major suspicious signals detected.
U136,7.239223614574596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809805903643649,0,LOW RISK,No major suspicious signals detected.
U137,24.517848250584112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129462062646028,0,LOW RISK,No major suspicious signals detected.
U138,22.399423211011865,0.0,0.14285714285714285,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.028427231324395,0,LOW RISK,No major suspicious signals detected.
U139,12.15106455242869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0377661381071723,0,LOW RISK,No major suspicious signals detected.
U140,8.011592023063878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0028980057659695,0,LOW RISK,No major suspicious signals detected.
U141,34.21679592409642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.554198981024104,0,LOW RISK,No major suspicious signals detected.
U142,68.46493382209366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.116233455523414,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U143,37.41769117360544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35442279340136,0,LOW RISK,No major suspicious signals detected.
U144,29.83531021248081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458827553120202,0,LOW RISK,No major suspicious signals detected.
U145,22.23811366908349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.559528417270872,0,LOW RISK,No major suspicious signals detected.
U146,19.656821763798742,0.16666666666666666,0.16666666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,8.247538774283019,0,LOW RISK,No major suspicious signals detected.
U147,25.99982653285537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499956633213842,0,LOW RISK,No major suspicious signals detected.
U148,19.272530863663828,0.0,0.16666666666666666,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,6.484799382582624,0,LOW RISK,No major suspicious signals detected.
U149,32.44159316686388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11039829171597,0,LOW RISK,No major suspicious signals detected.
U150,23.531863224713472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882965806178368,0,LOW RISK,No major suspicious signals detected.
U151,14.401684454131251,0.125,0.125,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.100421113532812,0,LOW RISK,No major suspicious signals detected.
U152,31.664177712762854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.916044428190713,0,LOW RISK,No major suspicious signals detected.
U153,13.67557391747627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4188934793690673,0,LOW RISK,No major suspicious signals detected.
U154,20.76846194811037,0.16666666666666666,0.16666666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,8.525448820360925,0,LOW RISK,No major suspicious signals detected.
U155,36.816839193388034,0.25,0.25,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.204209798347009,0,LOW RISK,No major suspicious signals detected.
U156,8.155286509374667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.038821627343667,0,LOW RISK,No major suspicious signals detected.
U157,22.83809186149088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.70952296537272,0,LOW RISK,No major suspicious signals detected.
U158,8.333356156277723,0.5,0.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08333903906943,0,LOW RISK,"Suspicious because of: high spam activity, repeated content."
U159,52.03711579078004,0.2857142857142857,0.2857142857142857,28.57142857142857,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,18.723564661980724,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U160,21.19079053823148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29769763455787,0,LOW RISK,No major suspicious signals detected.
U161,12.943134173452682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2357835433631705,0,LOW RISK,No major suspicious signals detected.
U162,23.262363413145888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.815590853286472,0,LOW RISK,No major suspicious signals detected.
U163,56.6978819433845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.174470485846125,0,LOW RISK,Suspicious because of: moderate bot-like behavior.
U164,28.79618042149655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199045105374138,0,LOW RISK,No major suspicious signals detected.
