user_id,account_age_days,followers,following,posts,following_followers_ratio,posts_per_day,anomaly_score_raw,isolation_score,young_account_score,low_follower_score,following_ratio_score,activity_score,bot_score,account_status
U15,1399,2622,2955,340,1.126572626763248,0.24285714285714285,0.09804428755051353,13.505083207451904,29.924812030075188,47.45286803048536,0.08464682647338145,0.02725930117990749,19.02278969652898,NORMAL
U16,121,1488,2566,776,1.7233042310275353,6.360655737704918,0.08779517759829936,16.707826016790833,93.98496240601504,70.19655034095467,0.12959280983095486,0.7165894435113717,40.181611191197774,NORMAL
U17,1996,44,2263,81,50.28888888888889,0.04056084126189284,-0.06819976022495067,65.45466039910261,0.0,99.15764139590854,3.787565580477612,0.004465327790652379,30.597288533335103,NORMAL
U18,1985,1595,1031,390,0.6459899749373433,0.19637462235649547,0.08048026156222654,18.99366301577717,0.5513784461152915,68.05054151624549,0.048449213146806155,0.022021828586478033,16.61241794471917,NORMAL
U19,595,3853,1510,703,0.3918007265179035,1.179530201342282,0.11814675479567766,7.22326627704501,70.22556390977444,22.763738467709583,0.029303611258969325,0.13280003821354872,23.219874521089054,NORMAL
U20,431,171,211,958,1.2267441860465116,2.2175925925925926,0.058686482508159554,25.803997715977665,78.44611528822055,96.6105094263939,0.09219177499676098,0.24976493740329095,42.86474304909025,NORMAL
U21,1025,4921,465,462,0.09447379114181227,0.4502923976608187,0.08864587457565554,16.44199184778914,48.67167919799499,1.3437625350982807,0.006908867300924397,0.05063231215787666,14.912293147335685,NORMAL
U22,1780,1285,1026,702,0.7978227060653188,0.39416058394160586,0.1039383458949163,11.663249812320657,10.82706766917293,74.26795026073005,0.05988529489217739,0.044307594117473266,19.33146190412801,NORMAL
U23,325,347,888,53,2.5517241379310347,0.16257668711656442,0.0742251952269653,20.948307743036445,83.7593984962406,93.08062575210589,0.1919896178476399,0.018213606535972468,42.7489503813791,NORMAL
U24,821,4003,2274,764,0.567932067932068,0.9294403892944039,0.10449563315141064,11.489103202342307,58.89724310776943,19.75531488166866,0.042569870802417295,0.10462087489820218,20.425074832562775,NORMAL
U25,11,35,4655,1409,129.30555555555554,117.41666666666667,-0.0646434155602783,64.34333879601553,99.49874686716792,99.338146811071,9.73912195790388,13.229955915708992,58.81309077524084,WATCH
U26,1210,2072,74,857,0.03569705740472745,0.7076796036333609,0.08863389785601128,16.44573445108825,39.3984962406015,58.48375451263538,0.0024817880621490402,0.07963371790483476,24.025800635041957,NORMAL
U27,17,29,4225,1619,140.83333333333334,89.94444444444444,-0.05103007565111495,60.08930827937146,99.19799498746868,99.45848375451264,10.607397250258483,10.134491009336525,57.87661470364051,WATCH
U28,677,1505,1172,499,0.7782204515272244,0.7359882005899705,0.1362974454533863,1.5513597154461611,66.11528822055138,69.85559566787003,0.05840884785980285,0.08282342231676781,30.759670871341243,NORMAL
U29,622,401,1708,419,4.248756218905473,0.6725521669341894,0.1062582506562581,10.938303126473711,68.87218045112782,91.99759326113117,0.3198105261482565,0.07567569271584405,37.34961321942368,NORMAL
U30,18,28,4949,1511,170.6551724137931,79.52631578947368,-0.07438165473320624,67.38643967327558,99.14786967418546,99.4785399117529,12.853586112092149,8.960616126530386,59.34813029889088,WATCH
U31,260,3109,2192,201,0.704823151125402,0.7701149425287356,0.09792333810345233,13.54287868175893,87.01754385964912,37.68551945447253,0.052880543646020885,0.08666869304826423,31.34914209793937,NORMAL
U32,22,20,1159,1537,55.19047619047619,66.82608695652173,-0.031412037307156915,53.95887046258589,98.94736842105263,99.63898916967509,4.156754441447115,7.529602925730701,54.92709955780744,WATCH
U33,1101,4608,2464,574,0.5346062052505967,0.5208711433756806,0.08404134038323813,17.880862036896065,44.86215538847118,7.621339751303646,0.040059757949747275,0.05858485522952588,15.4407387706848,NORMAL
U34,1781,814,2156,684,2.645398773006135,0.3838383838383838,0.0834522524763473,18.064946027277642,10.77694235588973,83.71440032089852,0.19904521630936894,0.04314452809690825,22.203090540535662,NORMAL
U35,1925,2783,1580,961,0.5675287356321839,0.4989615784008307,0.07450000119498112,20.862433667908974,3.5588972431077837,44.22382671480144,0.04253949170617266,0.05611616926211711,12.882907002239442,NORMAL
U36,1792,2700,1038,218,0.38430211032950756,0.12158393753485779,0.09977329976240112,12.96478444446655,10.225563909774438,45.88848776574408,0.028738813490592364,0.013594700328842087,13.688030105684382,NORMAL
U37,532,4503,880,795,0.19538188277087035,1.4915572232645404,0.0910052304116658,15.704717101622398,73.38345864661655,9.72723626153228,0.01450929163674597,0.16795804939980702,22.67584050952311,NORMAL
U38,422,216,1048,858,4.829493087557604,2.028368794326241,0.08497995259862423,17.587555248540642,78.89724310776943,95.70798235058163,0.3635517817597286,0.22844392368092112,41.629195068331846,NORMAL
U39,1607,1494,873,743,0.5839464882943144,0.4620646766169154,0.11206343291045429,9.124242607246659,19.498746867167903,70.07621339751304,0.04377608120913798,0.05195876751637866,20.27730362281132,NORMAL
U40,1294,573,1030,96,1.7944250871080138,0.07413127413127413,0.09691690301952977,13.857379427982561,35.18796992481204,88.54793421580425,0.13494965165217976,0.008247915744343469,28.62016083883594,NORMAL
U41,1953,1767,2542,407,1.4377828054298643,0.2082906857727738,0.08058799312217274,18.95999799700332,2.1553884711779436,64.60088247091858,0.10808726001351983,0.023364485027912957,16.333549799286267,NORMAL
U42,260,1688,550,36,0.3256364712847839,0.13793103448275862,0.08095253521374751,18.84608229428025,87.01754385964912,66.18531889290011,0.024320101933632914,0.015436628677920585,37.82675760741944,NORMAL
U43,554,1732,1829,578,1.055395268320831,1.0414414414414415,0.1350312336918979,1.9470380361115787,72.28070175438597,65.30284797432813,0.07928572887920735,0.11724072499964414,31.460208279848604,NORMAL
U44,15,10,1557,1625,141.54545454545453,101.5625,-0.049678349300323665,59.66690751770771,99.29824561403508,99.83955074207782,10.661034409610945,11.443569065039542,58.12430164173916,WATCH
U45,1081,3637,1373,798,0.37740516767454646,0.7375231053604436,0.11822770010855393,7.197971688541919,45.86466165413534,27.095868431608505,0.028219333932994257,0.08299636951460243,17.984539142047264,NORMAL
U46,26,40,1392,1130,33.951219512195124,41.851851851851855,0.000763510103297671,43.90433854851322,98.7468671679198,99.23786602486963,2.5570079718995444,4.715601651837848,52.46653301998142,WATCH
U47,1526,3312,2247,225,0.6782372472079686,0.14734774066797643,0.10137727938737034,12.46355709554085,23.55889724310777,33.61411953469715,0.05087808628247595,0.0164976671077271,14.497275953684277,NORMAL
U48,1438,1316,2690,628,2.0425208807896733,0.4364141765114663,0.10936672645212708,9.96693599804587,27.969924812030065,73.6462093862816,0.15363629290632924,0.049068567289216325,23.26253283829068,NORMAL
U49,1002,1292,719,456,0.5560711523588554,0.4546360917248255,0.1327878576997253,2.6480702585263867,49.824561403508774,74.12755716004813,0.04167650348258771,0.05112174298842211,27.696949708984686,NORMAL
U50,1464,4754,327,677,0.06876971608832808,0.4621160409556314,0.07668136067856735,20.18078097482515,26.66666666666667,4.693140794223827,0.00497282952226495,0.05196455505357344,10.64144986237381,NORMAL
U51,1278,4789,673,975,0.1405010438413361,0.7623143080531666,0.06376200026003487,24.217949946046293,35.98997493734336,3.991175290814264,0.010375652232448483,0.08578974739649854,13.443883659573224,NORMAL
U52,1880,3455,1641,472,0.4748263888888889,0.2509303561935141,0.09568667958939753,14.241811760458914,5.814536340852127,30.746089049338142,0.035557126260539605,0.02816895997497143,9.752238284710879,NORMAL
U53,1286,3773,1146,830,0.3036565977742448,0.6449106449106449,0.11063052902188852,9.572010525336596,35.58897243107769,24.36823104693141,0.022664572007035085,0.0725611517555066,15.223241211721282,NORMAL
U54,1550,4669,1301,510,0.2785867237687366,0.3288201160541586,0.09618396630560166,14.08641471018544,22.355889724310774,6.397914159647011,0.020776302420212618,0.03694528015264436,8.992253337162863,NORMAL
U55,1860,3467,1646,625,0.4746251441753172,0.3358409457281032,0.09893372774350423,13.227142176892212,6.817042606516277,30.505415162454884,0.03554196845511694,0.037736360382467714,9.803960956825028,NORMAL
U56,981,3162,708,113,0.2238381283591527,0.11507128309572301,0.1118321361945313,9.196520482808527,50.877192982456144,36.62254312073807,0.01665262363305751,0.012860879340477867,21.42937722999227,NORMAL
U57,31,4747,2277,566,0.4795703454085931,17.6875,-0.015840631322261434,49.09296417589929,98.49624060150376,4.83353389490574,0.0359144423290367,1.992854924704199,33.26261840502987,NORMAL
U58,884,3484,1671,130,0.4794835007173601,0.14689265536723164,0.11793833598640979,7.288395039037598,55.73934837092731,30.16446048937024,0.03590790116376413,0.01644638983694549,21.072432380227998,NORMAL
U59,1106,1717,2787,672,1.6222351571594877,0.6070460704607046,0.10714706431429877,10.660557881725214,44.611528822055135,65.6036903329322,0.12198026027001904,0.06829471635554439,25.913443226879846,NORMAL
U60,1763,4941,212,184,0.042897612302711455,0.10430839002267574,0.033287174252110696,33.74102368784457,11.679197994987467,0.942639390292821,0.0030241357747510817,0.0116481577219221,8.171984187584092,NORMAL
U61,152,4506,776,294,0.17217661415575772,1.9215686274509804,0.0733279047803837,21.228701898146163,92.43107769423558,9.667067789811467,0.01276146462451864,0.21641008943617357,28.26114014581467,NORMAL
U62,309,2941,207,982,0.07036029911624746,3.167741935483871,0.06611631343170798,23.482250981290914,84.56140350877193,41.054953870838354,0.005092632659539444,0.3568241306109564,32.92847607631082,NORMAL
U63,1960,3592,2809,144,0.7817979404397439,0.07343192248852626,0.04392186286674843,30.417791460959208,1.8045112781954864,27.99839550742078,0.058678305277467604,0.008169115476573764,10.629370583817762,NORMAL
U64,638,3282,1157,187,0.3524215656411818,0.29264475743348983,0.12267044899562468,5.809657764883562,68.0701754385965,34.21580425190533,0.02633756237409,0.03286917913031283,24.743668142225793,NORMAL
U65,1379,2521,1804,660,0.7153053132434576,0.4782608695652174,0.13090652314175732,3.2359682082591843,30.927318295739358,49.478539911752904,0.05367006288841189,0.05378369258005815,18.134417857133414,NORMAL
U66,793,1379,1996,511,1.4463768115942028,0.6435768261964736,0.1301190504929936,3.482045416440001,60.300751879699256,72.38267148014441,0.10873456284661424,0.07241086216525133,30.112074348456137,NORMAL
U67,176,3229,2921,711,0.9043343653250774,4.016949152542373,0.07136655908842632,21.841602514963853,91.22807017543859,35.278780585639794,0.067907781434312,0.4525095512288951,33.2238674162751,NORMAL
U68,1873,498,2986,936,5.9839679358717435,0.4994663820704376,0.02764603517890407,35.50382237840699,6.165413533834585,90.0521460088247,0.4505071347999594,0.05617304860850694,24.998408682975903,NORMAL
U69,1693,2395,2929,641,1.2224540901502505,0.37839433293978747,0.08477295205983926,17.652240815405857,15.187969924812029,52.00561572402729,0.09186864383129595,0.0425311132676019,16.87529857626731,NORMAL
U70,1832,4071,1644,263,0.4037328094302554,0.14348063284233498,0.08701471878006994,16.951711474135294,8.220551378446117,18.391496189330127,0.03020233892173651,0.016061936191363566,8.286153678756987,NORMAL
U71,28,23,2241,1015,93.375,35.0,0.012166693728499878,40.34095943272006,98.64661654135338,99.57882069795427,7.032822944263692,3.943561196591598,52.978302105391876,WATCH
U72,910,2059,2954,304,1.4339805825242717,0.3336992316136114,0.10303369950765484,11.945942624214059,54.4360902255639,58.74448455675893,0.10780087557164458,0.037495040229068216,27.18238533630214,NORMAL
U73,283,3733,462,37,0.12372790573111944,0.13028169014084506,0.065848130120983,23.566055543249348,85.86466165413533,25.17047733654232,0.009112295002885375,0.014574729819662263,30.039633495553367,NORMAL
U74,1213,4100,2066,233,0.5037795659595221,0.19192751235584843,0.10757799531658696,10.525896318395848,39.24812030075188,17.80986762936222,0.03773788726844696,0.021520745243804512,14.965550632423474,NORMAL
U75,1152,1692,2873,208,1.6969875959834613,0.18039895923677363,0.09482758439343769,14.510270287514093,42.30576441102757,66.10509426393902,0.12761063387066432,0.020221751980257004,26.008936419936514,NORMAL
U76,1184,4509,2209,54,0.48980044345898005,0.04556962025316456,0.08086374841103855,18.873827268747903,40.70175438596492,9.606899318090656,0.03668497603872001,0.005029697846552543,14.93781824910821,NORMAL
U77,1173,1706,637,587,0.3731693028705331,0.5,0.13241113444209224,2.7657924519773727,41.2531328320802,65.82430806257523,0.027900287467840398,0.05623317463548103,23.908423736393985,NORMAL
U78,1678,1455,113,852,0.07760989010989011,0.5074449076831448,0.07557161824986447,20.527564217498686,15.939849624060153,70.85840352988367,0.00563867378392602,0.05707203835309162,21.24574821881552,NORMAL
U79,283,3193,2567,473,0.8036944270507201,1.6654929577464788,0.10249550070123814,12.114124287332375,85.86466165413533,36.00080224628961,0.060327554480582364,0.18755646257868114,30.52665986389856,NORMAL
U80,8,28,3745,674,129.13793103448276,74.88888888888889,-0.03726988535001907,55.789388506098916,99.64912280701755,99.4785399117529,9.726496434334122,8.438088603619766,56.8737343591463,WATCH
U81,1949,4983,347,706,0.06962279293739967,0.36205128205128206,0.026465877434510676,35.87260969236541,2.355889724310767,0.10028078620136771,0.00503708349773249,0.040689640813018076,5.9972827591691615,NORMAL
U82,851,3244,966,681,0.29768875192604005,0.7992957746478874,0.12143988536558392,6.194196406377561,57.393483709273184,34.9779382270357,0.02221507226836333,0.08995667758162004,22.292135303386406,NORMAL
U83,190,4503,1310,816,0.2908525754884547,4.272251308900524,0.07145705860839674,21.813322333739798,90.52631578947367,9.72723626153228,0.021700169638441513,0.4812760215615577,27.92664099537968,NORMAL
U84,1969,1537,1929,392,1.2542262678803642,0.19898477157360406,0.08262955632315966,18.322030222995856,1.3533834586466176,69.21379863618131,0.09426173271964497,0.022315930215265078,16.956322948059498,NORMAL
U85,1188,1228,410,640,0.3336045565500407,0.5382674516400336,0.12375649141378814,5.470280534897007,40.50125313283208,75.41115122342559,0.02492026023791026,0.060545004696036214,26.043397423891577,NORMAL
U86,1086,2745,469,955,0.17079388201019666,0.8785648574057038,0.0992019572878215,13.14332316740556,45.614035087719294,44.985960689931815,0.012657316871059204,0.09888841458681479,22.39019697643281,NORMAL
U87,1936,4575,1055,750,0.2305506993006993,0.3871966959215281,0.06731776704662817,23.10680892399221,3.007518796992481,8.283192940232652,0.017158216264098487,0.043522929855380144,5.885357619437814,NORMAL
U88,1723,3446,572,438,0.16594139831737742,0.25406032482598606,0.09179797660449951,15.456991964457636,13.684210526315777,30.9265944645006,0.012291826506979618,0.028521632866938144,11.932271520704496,NORMAL
U89,19,25,3773,530,145.1153846153846,26.5,-0.03020317596012667,53.58111356420737,99.09774436090225,99.53870838347373,10.929922493238763,2.9858137129212503,55.89969748179929,WATCH
U90,1330,4903,2341,879,0.4773654159869494,0.6604057099924868,0.05009050835349321,28.490152371502003,33.38345864661654,1.7047733654231845,0.03574836645777125,0.07430707641332336,12.980425343540514,NORMAL
U91,989,4558,825,659,0.1809607370037289,0.6656565656565656,0.10741409283120418,10.577114181111732,50.476190476190474,8.624147613317291,0.01342308709685703,0.0748987227426631,15.94503484906345,NORMAL
U92,1569,4652,1225,49,0.26327100795185904,0.031210191082802548,0.06247035094818787,24.621577242952387,21.403508771929825,6.73886883273166,0.01962271862593142,0.003411732298922331,10.397304985472967,NORMAL
U93,1565,26,1253,158,46.407407407407405,0.10089399744572158,-0.030505330253614127,53.675533713399815,21.60401002506266,99.51865222623346,3.4952113615578937,0.011263437027940857,34.231555364466,NORMAL
U94,11,22,3016,1623,131.1304347826087,135.25,-0.03714518080250773,55.75041960102365,99.49874686716792,99.59887685519455,9.876572347296001,15.239347695174226,57.91207026908457,WATCH
U95,21,24,3894,1545,155.76,70.22727272727273,-0.05111503613609447,60.11585756839409,98.99749373433583,99.558764540714,11.731677758932383,7.912835527310954,57.798349745815614,WATCH
U96,526,311,190,607,0.6089743589743589,1.1518026565464896,0.08657711810947022,17.088457241100393,73.6842105263158,93.80264741275572,0.045661187094300004,0.12967580453631025,39.77571736774918,NORMAL
U97,1152,709,1002,116,1.4112676056338027,0.10060711188204684,0.11259776329804005,8.957269785740154,42.30576441102757,85.82029683112715,0.10609012810322688,0.011231111860092523,29.112298135648167,NORMAL
U98,220,2310,990,928,0.4283859800951969,4.199095022624435,0.10445421162305929,11.50204700943362,89.02255639097744,53.71038908945046,0.03205922230196909,0.4730330510797234,34.80199373028695,NORMAL
U99,9,24,1775,1786,71.0,178.6,-0.057578321233815455,62.135568545049324,99.59899749373433,99.558764540714,5.347531985247711,20.123859861893003,58.48729953892966,WATCH
U100,1846,579,1356,872,2.3379310344827586,0.47211694639956686,0.07263219602922016,21.446103819929803,7.518796992481203,88.42759727236262,0.17588666435752381,0.05309141882102688,22.83406965449483,NORMAL
U101,715,3873,635,288,0.16391326794011357,0.4022346368715084,0.1118948630709124,9.176918970753478,64.21052631578948,22.362615322904134,0.012139067186822818,0.04521734751472449,21.911509858065134,NORMAL
U102,1996,2911,1696,962,0.5824175824175825,0.48172258387581374,0.06077243071806493,25.152160077287434,0.0,41.65663858804653,0.04366092361131708,0.05417374530595924,12.123193021901145,NORMAL
U103,1692,164,2547,386,15.436363636363636,0.2279976373301831,0.02757315965183671,35.52659524077065,15.238095238095239,96.75090252707581,1.1624640963678035,0.025584988941433216,28.783147373487736,NORMAL
U104,2,39,4522,1403,113.05,467.6666666666667,-0.1417781077607495,88.4471470239935,99.94987468671678,99.25792218210991,8.514749184202884,52.69478605165479,68.13903036549915,WATCH
U105,1092,2816,547,867,0.1941782037628683,0.7932296431838975,0.11348202612432029,8.680946629715965,45.31328320802005,43.561973525872446,0.014418630213293763,0.0892731690939436,21.359853134554314,NORMAL
U106,1871,2465,534,828,0.21654501216545013,0.4423076923076923,0.08581717624471707,17.32593135877516,6.265664160400997,50.60168471720819,0.016103304179010583,0.04973262610378184,14.297128407318482,NORMAL
U107,1559,2960,45,685,0.015197568389057751,0.4391025641025641,0.07187667409407933,21.682196754472614,21.904761904761894,40.67388688327317,0.0009377610899677863,0.04937148451868744,16.870937528966294,NORMAL
U108,49,2378,2569,400,1.0798654897015554,8.0,0.06183786312025097,24.819223268057396,97.59398496240601,52.34657039711191,0.08112883247062877,0.9013044837563761,38.746171690913606,NORMAL
U109,683,981,1916,471,1.9511201629327901,0.6885964912280702,0.13396250665311793,2.281004385829505,65.81453634085213,80.36502206177296,0.1467519664950767,0.0774835058005094,32.9170996729359,NORMAL
U110,1196,4939,1833,727,0.37105263157894736,0.6073517126148705,0.08504504602757412,17.567214212833495,40.100250626566414,0.9827517047733658,0.027740859222436232,0.06832915494425687,12.873879717568547,NORMAL
U111,883,4156,584,190,0.14048592735145538,0.2149321266968326,0.09506238087618951,14.436898770348447,55.78947368421052,16.68672282390695,0.01037451365440477,0.024112817184732085,19.456458352377595,NORMAL
U112,1178,1725,691,838,0.4003476245654693,0.7107718405428329,0.12469045730363815,5.17842567610132,41.00250626566416,65.44324107501002,0.029947365896162353,0.07998213933059468,24.13552279520687,NORMAL
U113,1836,2501,2670,993,1.0671462829736211,0.5405552531301034,0.049228661487714764,28.759470767440078,8.020050125313272,49.879663056558364,0.08017081843244138,0.06080278541606581,16.324028880176524,NORMAL
U114,14,4,1413,1881,282.6,125.4,-0.10459469245130104,76.82770723222195,99.3483709273183,99.95988768551946,21.285300339561967,14.129487375862121,63.79397454503656,WATCH
U115,34,4879,886,992,0.18155737704918032,28.34285714285714,-0.048963489783387826,59.44352117604209,98.34586466165413,2.186121139189734,0.013468026183980434,3.1934598060195274,34.422604547106715,NORMAL
U116,913,4152,2924,823,0.7040693474596678,0.9004376367614879,0.07460938355861257,20.828252789742727,54.28571428571429,16.76694745286802,0.05282376695316122,0.10135295569138879,20.077464865555584,NORMAL
U117,965,4374,379,636,0.08662857142857143,0.6583850931677019,0.10292931396594723,11.978562046257704,51.67919799498747,12.314480545527474,0.006317963262747022,0.07407940103927634,17.192171315762597,NORMAL
U118,1159,1703,1692,657,0.9929577464788732,0.5663793103448276,0.13703574659468137,1.320648104151688,41.95488721804511,65.88447653429603,0.07458291810541455,0.06371254139436712,23.891916937728745,NORMAL
U119,149,840,1820,604,2.164090368608799,4.026666666666666,0.10038819786706427,12.772635029310694,92.58145363408521,83.19294023265142,0.1627929391058276,0.4536044835465507,41.80858561675663,NORMAL
U120,1111,1379,750,474,0.5434782608695652,0.4262589928057554,0.13513869318508337,1.9134580354383872,44.360902255639104,72.38267148014441,0.04072800354181586,0.04792432003740989,25.871149214145483,NORMAL
U121,146,2848,1160,393,0.40716040716040713,2.673469387755102,0.10611133966203457,10.98421132070287,92.73182957393485,42.920176494183714,0.030460506495625598,0.301131390748067,33.467409225662,NORMAL
U122,1961,1022,1674,58,1.6363636363636365,0.029561671763506627,0.06150116611023687,24.924437665480813,1.7543859649122862,79.54271961492178,0.12304442108643904,0.0032259834483531987,20.11705106682341,NORMAL
U123,663,522,2859,96,5.466539196940727,0.14457831325301204,0.061279134195713625,24.99382038466312,66.81704260651628,89.57079823505816,0.4115342643796026,0.016185618620916532,38.47280476522821,NORMAL
U124,1691,569,497,237,0.8719298245614036,0.1400709219858156,0.09131820342810171,15.606916211342101,15.28822055137844,88.62815884476534,0.0654670627938613,0.01567774301573123,23.90744276564982,NORMAL
U125,1938,3353,1222,999,0.3643410852713178,0.515214027849407,0.0579468352318912,26.035129980785094,2.9072681704260694,32.79181708784598,0.02723534376709477,0.057947433093041054,11.205950908199208,NORMAL
U126,733,1480,590,790,0.3983794733288319,1.0762942779291553,0.12382956304624504,5.447446391590014,63.30827067669173,70.35699959887685,0.029799124220851465,0.12116780928727731,30.741209500135113,NORMAL
U127,20,24,1540,670,61.6,31.904761904761905,0.02383836319338839,36.69368121773938,99.04761904761905,99.558764540714,4.639521481795188,3.5948016087004353,51.87681046446233,WATCH
U128,1488,2754,1253,69,0.45480943738656987,0.04633982538616521,0.10275470089243055,12.033126859029695,25.463659147869677,44.80545527476936,0.0340494441423756,0.005116481614557409,17.141254704053523,NORMAL
U129,1100,2151,1783,958,0.8285315985130112,0.8701180744777475,0.11260780425651296,8.95413208815491,44.91228070175438,56.89931809065383,0.06219829684987527,0.09793666339924303,23.981293680514952,NORMAL
U130,1041,4558,1237,912,0.2713314323316517,0.8752399232245681,0.09063008553377888,15.821946067426701,47.869674185463666,8.624147613317291,0.0202298319369078,0.0985137737226557,16.085374503186006,NORMAL
U131,247,2489,2398,551,0.9630522088353414,2.221774193548387,0.105218967816334,11.263068462971754,87.66917293233082,50.120336943441636,0.07233042504551929,0.2502361042024822,33.686438913108546,NORMAL
U132,1665,1767,366,23,0.20701357466063347,0.013805522208883553,0.06441269407390793,24.014614735166536,16.591478696741856,64.60088247091858,0.01538539376769021,0.0014506407909092081,20.67430232320472,NORMAL
U133,1815,2859,2819,659,0.9856643356643356,0.3628854625550661,0.07955499959320289,19.282797987678325,9.072681704260654,42.69955876454071,0.07403357646044785,0.0407836330810682,13.725127816202328,NORMAL
U134,471,1641,2826,325,1.7210718635809987,0.6885593220338984,0.1052248098696214,11.261242880628968,76.44110275689223,67.12795828319294,0.12942466732034705,0.07747931771789902,34.26903184244376,NORMAL
U135,545,3097,2849,336,0.9196255648805681,0.6153846153846154,0.10211813409211262,12.232047521593344,72.73182957393483,37.9261933413558,0.06905951865725625,0.06923427169887943,27.630653210413016,NORMAL
U136,1812,4602,905,160,0.19661090593091463,0.0882515168229454,0.06915300062188645,22.533317063331083,9.223057644110288,7.741676694745292,0.014601861988479778,0.009838930674550854,7.239223614574596,NORMAL
U137,1528,861,1697,908,1.968677494199536,0.5938521909744932,0.09748891761925227,13.678630672759933,23.45864661654136,82.7717609306057,0.14807438936203962,0.06680808048757159,24.517848250584112,NORMAL
U138,719,3756,2437,545,0.6486558424274688,0.7569444444444444,0.11075132191591841,9.534263972262503,64.01002506265664,24.70918572001605,0.04865000699614886,0.0851846917072154,22.399423211011865,NORMAL
U139,1982,2748,1646,268,0.598763186613314,0.13514876449823499,0.07775107273409188,19.846506817374607,0.7017543859649145,44.925792218210994,0.0448920788725783,0.015123133139500696,12.15106455242869,NORMAL
U140,1888,3923,1076,556,0.2742099898063201,0.29433562731604024,0.09056854655899249,15.841176372293187,5.41353383458647,21.35980746089049,0.02044664565253089,0.0330596998803395,8.011592023063878,NORMAL
U141,314,2454,21,607,0.008553971486761711,1.926984126984127,0.07849770408214479,19.613192101038003,84.31077694235589,50.822302446851175,0.00043736360193265375,0.21702028720684288,34.21679592409642,NORMAL
U142,28,2,1449,1997,483.0,68.86206896551724,-0.14769799644048087,90.29705213668092,98.64661654135338,100.0,36.379481711039176,7.759009589955824,68.46493382209366,WATCH
U143,64,2784,2906,90,1.0434470377019749,1.3846153846153846,0.049025829359591655,28.822853748291877,96.84210526315789,44.20377055756117,0.07838578496688574,0.1559082521215353,37.417691173605434,NORMAL
U144,805,1635,427,115,0.2610024449877751,0.14267990074441686,0.11025123480326132,9.690536117997416,59.69924812030075,67.24829522663458,0.01945184985930218,0.015971712761731195,29.835310212480806,NORMAL
