rating_id,user_id,item_id,rating,timestamp,duplicate_rating_score,extreme_rating_score,user_activity,user_behavior_score,item_activity,item_targeting_score,coordinated_users,coordination_score,bot_evidence,attack_score,detected_fake,is_real_attack
R21,U691,I8,2,2026-06-08 23:32:31.864131,0,0,7,40,8,10,8,40,0,15.5,False,False
R22,U400,I192,3,2026-06-09 11:41:31.864144,0,0,7,40,11,25,11,70,0,22.25,False,False
R23,U976,I420,4,2026-06-24 05:44:31.864156,0,0,3,15,8,10,8,40,0,10.5,False,False
R24,U393,I391,2,2026-06-17 03:50:31.864169,0,0,3,15,7,10,7,40,0,10.5,False,False
R25,U890,I181,5,2026-08-03 06:11:31.864185,0,25,4,15,11,25,11,70,0,21.0,False,False
R26,U141,I165,4,2026-07-24 06:01:31.864198,0,0,4,15,8,10,8,40,0,10.5,False,False
R27,U315,I315,5,2026-06-18 20:10:31.864211,0,25,6,40,7,10,7,40,0,19.25,False,False
R28,U579,I456,2,2026-07-11 13:45:31.864224,0,0,8,40,13,25,13,70,0,22.25,False,False
R29,U333,I114,5,2026-07-17 23:58:31.864236,0,25,2,15,14,25,14,70,0,21.0,False,False
R30,U687,I222,1,2026-07-02 09:18:31.864249,0,25,10,70,16,25,16,100,0,36.5,False,False
R31,U755,I152,2,2026-06-20 02:24:31.864261,0,0,5,40,16,25,16,100,0,26.75,False,False
R32,U882,I311,1,2026-07-02 07:45:31.864275,0,25,7,40,18,25,18,100,0,30.5,False,False
R33,U274,I321,4,2026-07-29 20:12:31.864288,0,0,4,15,8,10,8,40,0,10.5,False,False
R34,U783,I316,4,2026-07-04 07:48:31.864300,0,0,7,40,16,25,16,100,0,26.75,False,False
R35,U604,I155,1,2026-07-02 23:26:31.864313,0,25,5,40,11,25,11,70,0,26.0,False,False
R36,U587,I316,4,2026-06-28 17:43:31.864326,0,0,6,40,16,25,16,100,0,26.75,False,False
R37,U22,I287,1,2026-06-22 11:23:31.864338,0,25,3,15,15,25,15,100,0,25.5,False,False
R38,U800,I304,4,2026-07-14 21:20:31.864351,0,0,7,40,9,10,9,40,0,15.5,False,False
R39,U702,I348,4,2026-07-19 15:07:31.864366,0,0,8,40,13,25,13,70,0,22.25,False,False
R40,U572,I180,5,2026-06-20 20:39:31.864379,0,25,10,70,9,10,9,40,0,25.25,False,False
R41,U291,I207,3,2026-08-04 23:33:31.864391,0,0,7,40,16,25,16,100,0,26.75,False,False
R42,U976,I260,2,2026-06-17 11:12:31.864404,0,0,3,15,9,10,9,40,0,10.5,False,False
R43,U821,I258,3,2026-08-01 14:07:31.864417,0,0,4,15,7,10,7,40,0,10.5,False,False
R44,U420,I236,2,2026-07-16 12:42:31.864429,0,0,5,40,15,25,15,100,0,26.75,False,False
R45,U859,I234,5,2026-06-15 11:54:31.864441,0,25,5,40,12,25,12,70,0,26.0,False,False
R46,U351,I105,4,2026-06-06 02:33:31.864457,0,0,5,40,8,10,8,40,0,15.5,False,False
R47,U595,I274,5,2026-08-02 02:38:31.864470,0,25,4,15,8,10,8,40,0,14.25,False,False
R48,U389,I149,5,2026-06-24 06:05:31.864482,0,25,5,40,11,25,11,70,0,26.0,False,False
R49,U28,I135,3,2026-07-14 01:35:31.864495,0,0,5,40,10,25,10,70,0,22.25,False,False
R50,U10,I405,5,2026-07-27 15:53:31.864508,0,25,7,40,4,10,4,20,0,16.25,False,False
R51,U678,I327,5,2026-07-06 22:11:31.864521,0,25,9,40,12,25,12,70,0,26.0,False,False
R52,U896,I5,3,2026-07-27 06:38:31.864534,0,0,5,40,10,25,10,70,0,22.25,False,False
R53,U121,I427,1,2026-07-27 21:39:31.864661,0,25,3,15,14,25,14,70,0,21.0,False,False
R54,U408,I71,4,2026-08-08 06:36:31.864812,0,0,4,15,10,25,10,70,0,17.25,False,False
R55,U406,I204,3,2026-06-22 12:12:31.864850,0,0,4,15,15,25,14,70,0,17.25,False,False
R56,U616,I461,1,2026-08-10 04:29:31.864873,0,25,5,40,8,10,8,40,0,19.25,False,False
R57,U860,I278,2,2026-07-18 04:56:31.864902,0,0,7,40,9,10,9,40,0,15.5,False,False
R58,U547,I426,3,2026-07-10 04:40:31.864925,0,0,6,40,6,10,6,40,0,15.5,False,False
R59,U532,I53,2,2026-08-11 18:47:31.864943,0,0,3,15,3,10,3,20,0,7.5,False,False
R60,U569,I449,5,2026-06-20 15:57:31.864963,0,25,7,40,11,25,11,70,0,26.0,False,False
R61,U568,I97,1,2026-07-12 19:20:31.864982,0,25,5,40,9,10,9,40,0,19.25,False,False
R62,U494,I156,5,2026-06-22 16:09:31.865001,0,25,9,40,14,25,14,70,0,26.0,False,False
R63,U242,I316,5,2026-06-05 18:12:31.865020,0,25,5,40,16,25,16,100,0,30.5,False,False
R64,U485,I134,1,2026-06-22 11:12:31.865040,0,25,10,70,10,25,10,70,0,32.0,False,False
R65,U355,I212,2,2026-08-10 12:09:31.865060,0,0,5,40,7,10,7,40,0,15.5,False,False
R66,U152,I473,4,2026-07-09 02:29:31.865078,0,0,9,40,7,10,7,40,0,15.5,False,False
R67,U937,I6,1,2026-08-11 18:36:31.865098,0,25,7,40,16,25,16,100,0,30.5,False,False
R68,U217,I23,3,2026-06-07 06:40:31.865118,0,0,8,40,11,25,11,70,0,22.25,False,False
R69,U399,I389,4,2026-08-02 13:32:31.865165,0,0,4,15,12,25,12,70,0,17.25,False,False
R70,U606,I454,5,2026-07-10 10:31:31.865244,0,25,8,40,18,25,18,100,0,30.5,False,False
R71,U660,I104,1,2026-07-10 07:09:31.865279,0,25,5,40,13,25,13,70,0,26.0,False,False
R72,U396,I149,1,2026-06-22 01:06:31.865299,0,25,7,40,11,25,11,70,0,26.0,False,False
R73,U267,I392,5,2026-07-25 09:27:31.865316,0,25,2,15,16,25,16,100,0,25.5,False,False
R74,U845,I224,5,2026-06-12 07:20:31.865335,0,25,3,15,10,25,10,70,0,21.0,False,False
R75,U864,I459,3,2026-07-03 12:16:31.865352,0,0,4,15,8,10,8,40,0,10.5,False,False
R76,U459,I291,1,2026-06-27 01:55:31.865367,0,25,6,40,4,10,4,20,0,16.25,False,False
R77,U779,I245,1,2026-06-13 08:06:31.865385,0,25,6,40,15,25,15,100,0,30.5,False,False
R78,U121,I271,4,2026-07-28 02:05:31.865401,0,0,3,15,17,25,17,100,0,21.75,False,False
R79,U424,I449,1,2026-08-08 23:45:31.865417,0,25,8,40,11,25,11,70,0,26.0,False,False
R80,U115,I323,2,2026-07-03 21:35:31.865433,0,0,5,40,5,10,5,40,0,15.5,False,False
R81,U381,I454,1,2026-08-07 11:59:31.865451,0,25,8,40,18,25,18,100,0,30.5,False,False
R82,U236,I138,3,2026-07-15 06:02:31.865467,0,0,5,40,5,10,5,40,0,15.5,False,False
R83,U972,I496,3,2026-07-30 20:39:31.865483,0,0,5,40,20,35,20,100,0,28.25,False,False
R84,U615,I304,1,2026-07-07 00:35:31.865499,0,25,5,40,9,10,9,40,0,19.25,False,False
R85,U495,I140,3,2026-07-04 10:14:31.865514,0,0,4,15,7,10,7,40,0,10.5,False,False
R86,U572,I462,4,2026-07-08 18:28:31.865530,0,0,10,70,7,10,7,40,0,21.5,False,False
R87,U168,I154,1,2026-07-08 10:36:31.865546,0,25,6,40,10,25,10,70,0,26.0,False,False
R88,U145,I403,2,2026-08-01 04:45:31.865562,0,0,8,40,18,25,18,100,0,26.75,False,False
R89,U331,I466,3,2026-06-17 04:37:31.865575,0,0,12,70,10,25,10,70,0,28.25,False,False
R90,U611,I223,4,2026-07-30 08:51:31.865588,0,0,7,40,12,25,12,70,0,22.25,False,False
R91,U322,I477,4,2026-07-26 14:34:31.865600,0,0,5,40,12,25,12,70,0,22.25,False,False
R92,U188,I480,2,2026-07-31 11:10:31.865613,0,0,6,40,13,25,13,70,0,22.25,False,False
R93,U623,I4,3,2026-07-21 08:37:31.865627,0,0,8,40,10,25,10,70,0,22.25,False,False
R94,U220,I477,3,2026-07-02 19:42:31.865639,0,0,8,40,12,25,12,70,0,22.25,False,False
R95,U812,I15,3,2026-06-27 10:06:31.865652,0,0,6,40,16,25,16,100,0,26.75,False,False
R96,U314,I245,4,2026-07-15 04:48:31.865679,0,0,10,70,15,25,15,100,0,32.75,False,False
R97,U554,I147,3,2026-07-08 22:32:31.865691,0,0,5,40,16,25,16,100,0,26.75,False,False
R98,U611,I114,5,2026-07-03 01:10:31.865703,0,25,7,40,14,25,14,70,0,26.0,False,False
R99,U334,I87,1,2026-07-21 17:41:31.865715,0,25,4,15,12,25,12,70,0,21.0,False,False
R100,U547,I115,3,2026-08-11 06:38:31.865728,0,0,6,40,9,10,9,40,0,15.5,False,False
R101,U500,I425,1,2026-07-30 08:18:31.865741,0,25,5,40,13,25,13,70,0,26.0,False,False
R102,U294,I170,3,2026-07-22 23:24:31.865759,0,0,6,40,9,10,9,40,0,15.5,False,False
R103,U104,I85,5,2026-08-06 16:52:31.865772,0,25,8,40,9,10,9,40,0,19.25,False,False
R104,U3,I379,2,2026-07-06 22:25:31.865786,0,0,6,40,6,10,6,40,0,15.5,False,False
R105,U130,I337,2,2026-08-03 12:18:31.865799,0,0,7,40,10,25,10,70,0,22.25,False,False
R106,U952,I444,1,2026-06-07 13:23:31.865812,0,25,8,40,7,10,7,40,0,19.25,False,False
R107,U797,I241,2,2026-06-14 13:40:31.865825,0,0,5,40,11,25,11,70,0,22.25,False,False
R108,U146,I324,4,2026-06-27 19:23:31.865838,0,0,2,15,10,25,10,70,0,17.25,False,False
R109,U160,I217,3,2026-06-24 00:55:31.865854,0,0,5,40,10,25,10,70,0,22.25,False,False
R110,U657,I279,2,2026-06-16 15:03:31.865869,0,0,5,40,8,10,8,40,0,15.5,False,False
R111,U354,I284,3,2026-06-07 23:47:31.865881,0,0,3,15,14,25,14,70,0,17.25,False,False
R112,U691,I164,5,2026-07-13 06:36:31.865898,0,25,7,40,9,10,9,40,0,19.25,False,False
R113,U175,I92,5,2026-06-11 23:25:31.865919,0,25,3,15,14,25,14,70,0,21.0,False,False
R114,U312,I87,3,2026-07-30 02:16:31.865942,0,0,8,40,12,25,12,70,0,22.25,False,False
R115,U729,I439,3,2026-08-02 14:27:31.865964,0,0,5,40,7,10,7,40,0,15.5,False,False
R116,U415,I59,5,2026-07-13 00:07:31.865986,0,25,4,15,5,10,5,40,0,14.25,False,False
R117,U500,I188,5,2026-08-04 04:24:31.865999,0,25,5,40,5,10,5,40,0,19.25,False,False
R118,U459,I34,1,2026-07-12 06:00:31.866013,0,25,6,40,7,10,7,40,0,19.25,False,False
R119,U938,I26,5,2026-06-14 21:01:31.866028,0,25,2,15,14,25,14,70,0,21.0,False,False
R120,U48,I185,3,2026-06-18 06:49:31.866045,0,0,5,40,11,25,11,70,0,22.25,False,False
R121,U94,I132,4,2026-07-01 11:58:31.866059,0,0,7,40,9,10,9,40,0,15.5,False,False
R122,U314,I137,4,2026-07-21 20:50:31.866072,0,0,10,70,11,25,11,70,0,28.25,False,False
R123,U783,I187,2,2026-07-10 08:55:31.866086,0,0,7,40,6,10,6,40,0,15.5,False,False
R124,U790,I72,3,2026-07-02 22:22:31.866098,0,0,7,40,9,10,9,40,0,15.5,False,False
R125,U894,I270,3,2026-08-01 15:01:31.866111,0,0,7,40,12,25,12,70,0,22.25,False,False
R126,U853,I404,4,2026-07-31 23:50:31.866124,0,0,5,40,11,25,11,70,0,22.25,False,False
R127,U364,I297,3,2026-06-08 21:43:31.866137,0,0,8,40,14,25,14,70,0,22.25,False,False
R128,U825,I292,4,2026-07-24 16:18:31.866150,0,0,4,15,13,25,13,70,0,17.25,False,False
R129,U266,I148,5,2026-07-24 08:08:31.866165,0,25,5,40,11,25,11,70,0,26.0,False,False
R130,U37,I170,2,2026-06-28 09:12:31.866183,0,0,6,40,9,10,9,40,0,15.5,False,False
R131,U522,I273,1,2026-07-22 14:28:31.866198,0,25,7,40,12,25,12,70,0,26.0,False,False
R132,U199,I63,5,2026-07-23 00:15:31.866211,0,25,3,15,7,10,7,40,0,14.25,False,False
R133,U431,I42,1,2026-06-10 04:11:31.866224,0,25,7,40,12,25,11,70,0,26.0,False,False
R134,U205,I122,5,2026-06-18 03:21:31.866240,0,25,2,15,11,25,11,70,0,21.0,False,False
R135,U186,I218,1,2026-06-26 03:21:31.866255,0,25,8,40,5,10,5,40,0,19.25,False,False
R136,U485,I259,5,2026-07-26 21:30:31.866268,0,25,10,70,7,10,7,40,0,25.25,False,False
R137,U831,I467,5,2026-08-05 14:44:31.866281,0,25,5,40,7,10,7,40,0,19.25,False,False
R138,U361,I406,2,2026-06-29 03:35:31.866299,0,0,5,40,9,10,9,40,0,15.5,False,False
R139,U556,I243,2,2026-08-10 22:55:31.866314,0,0,4,15,11,25,11,70,0,17.25,False,False
R140,U292,I423,5,2026-07-03 06:09:31.866327,0,25,3,15,7,10,7,40,0,14.25,False,False
R141,U188,I161,1,2026-07-14 07:13:31.866345,0,25,6,40,10,25,10,70,0,26.0,False,False
R142,U185,I62,4,2026-06-09 21:21:31.866367,0,0,8,40,8,10,8,40,0,15.5,False,False
R143,U313,I209,3,2026-06-12 16:14:31.866383,0,0,4,15,10,25,10,70,0,17.25,False,False
R144,U217,I474,3,2026-06-06 11:35:31.866424,0,0,8,40,12,25,12,70,0,22.25,False,False
R145,U231,I247,5,2026-08-07 06:45:31.866439,0,25,9,40,6,10,6,40,0,19.25,False,False
R146,U103,I262,5,2026-08-02 01:24:31.866452,0,25,8,40,13,25,13,70,0,26.0,False,False
R147,U364,I217,4,2026-07-25 17:18:31.866465,0,0,8,40,10,25,10,70,0,22.25,False,False
R148,U299,I142,4,2026-06-27 15:13:31.866478,0,0,4,15,14,25,14,70,0,17.25,False,False
R149,U89,I376,4,2026-07-02 12:54:31.866492,0,0,7,40,9,10,9,40,0,15.5,False,False
R150,U760,I193,2,2026-06-18 21:40:31.866505,0,0,5,40,9,10,9,40,0,15.5,False,False
R151,U828,I203,5,2026-08-05 21:19:31.866517,0,25,8,40,14,25,13,70,0,26.0,False,False
R152,U317,I114,2,2026-07-06 18:47:31.866530,0,0,8,40,14,25,14,70,0,22.25,False,False
R153,U139,I300,5,2026-06-20 10:35:31.866543,0,25,4,15,15,25,15,100,0,25.5,False,False
R154,U263,I454,4,2026-06-15 13:40:31.866555,0,0,6,40,18,25,18,100,0,26.75,False,False
R155,U812,I220,3,2026-07-11 18:03:31.866568,0,0,6,40,13,25,13,70,0,22.25,False,False
R156,U53,I312,5,2026-06-20 11:37:31.866581,0,25,2,15,7,10,7,40,0,14.25,False,False
R157,U599,I404,1,2026-06-10 01:45:31.866593,0,25,6,40,11,25,11,70,0,26.0,False,False
R158,U37,I57,1,2026-06-24 09:13:31.866607,0,25,6,40,8,10,8,40,0,19.25,False,False
R159,U609,I283,3,2026-06-29 04:04:31.866623,0,0,6,40,11,25,10,70,0,22.25,False,False
R160,U233,I295,1,2026-06-24 11:21:31.866637,0,25,10,70,11,25,11,70,0,32.0,False,False
R161,U927,I119,3,2026-07-27 22:19:31.866651,0,0,4,15,8,10,8,40,0,10.5,False,False
R162,U97,I360,1,2026-06-23 15:40:31.866665,0,25,5,40,10,25,10,70,0,26.0,False,False
R163,U608,I209,5,2026-07-16 09:21:31.866678,0,25,7,40,10,25,10,70,0,26.0,False,False
R164,U926,I147,2,2026-06-13 14:49:31.866691,0,0,6,40,16,25,16,100,0,26.75,False,False
R165,U301,I199,3,2026-06-05 19:53:31.866704,0,0,3,15,10,25,10,70,0,17.25,False,False
R166,U960,I263,5,2026-07-15 17:59:31.866721,0,25,6,40,10,25,10,70,0,26.0,False,False
R167,U634,I384,5,2026-06-06 21:57:31.866735,0,25,9,40,12,25,12,70,0,26.0,False,False
R168,U468,I298,3,2026-07-02 23:04:31.866748,0,0,6,40,13,25,13,70,0,22.25,False,False
R169,U174,I287,3,2026-06-28 04:57:31.866762,0,0,5,40,15,25,15,100,0,26.75,False,False
R170,U336,I325,5,2026-07-11 02:36:31.866776,0,25,4,15,10,25,10,70,0,21.0,False,False
R171,U772,I266,2,2026-06-25 15:42:31.866790,0,0,5,40,11,25,11,70,0,22.25,False,False
R172,U759,I56,5,2026-08-07 03:49:31.866804,0,25,8,40,16,25,15,100,0,30.5,False,False
R173,U183,I73,1,2026-07-02 16:22:31.866820,0,25,4,15,13,25,13,70,0,21.0,False,False
R174,U763,I298,4,2026-06-06 06:48:31.866835,0,0,7,40,13,25,13,70,0,22.25,False,False
R175,U551,I311,1,2026-07-30 07:15:31.866848,0,25,6,40,18,25,18,100,0,30.5,False,False
R176,U306,I270,5,2026-07-25 18:18:31.866862,0,25,3,15,12,25,12,70,0,21.0,False,False
R177,U654,I311,4,2026-08-04 08:57:31.866876,0,0,5,40,18,25,18,100,0,26.75,False,False
R178,U473,I7,3,2026-06-04 12:14:31.866889,0,0,4,15,7,10,7,40,0,10.5,False,False
R179,U594,I270,3,2026-07-18 22:07:31.866902,0,0,5,40,12,25,12,70,0,22.25,False,False
R180,U947,I168,1,2026-07-18 15:10:31.866916,0,25,7,40,9,10,9,40,0,19.25,False,False
R181,U813,I474,2,2026-07-04 02:33:31.866931,0,0,4,15,12,25,12,70,0,17.25,False,False
R182,U508,I389,2,2026-06-25 05:18:31.866945,0,0,7,40,12,25,12,70,0,22.25,False,False
R183,U400,I267,1,2026-08-04 06:40:31.866958,0,25,7,40,8,10,8,40,0,19.25,False,False
R184,U186,I371,2,2026-06-14 17:49:31.867169,0,0,8,40,10,25,10,70,0,22.25,False,False
R185,U30,I107,5,2026-06-27 01:38:31.867187,0,25,11,70,13,25,13,70,0,32.0,False,False
R186,U349,I385,4,2026-06-24 00:15:31.867200,0,0,8,40,15,25,15,100,0,26.75,False,False
R187,U116,I396,1,2026-06-20 05:03:31.867215,0,25,6,40,8,10,8,40,0,19.25,False,False
R188,U251,I312,4,2026-06-23 19:01:31.867228,0,0,8,40,7,10,7,40,0,15.5,False,False
R189,U81,I140,3,2026-06-20 08:44:31.867240,0,0,1,15,7,10,7,40,0,10.5,False,False
R190,U11,I454,1,2026-06-05 16:02:31.867253,0,25,3,15,18,25,18,100,0,25.5,False,False
R191,U814,I316,5,2026-06-15 11:07:31.867266,0,25,5,40,16,25,16,100,0,30.5,False,False
R192,U866,I85,1,2026-07-02 07:13:31.867279,0,25,3,15,9,10,9,40,0,14.25,False,False
R193,U479,I295,1,2026-07-09 02:49:31.867291,0,25,9,40,11,25,11,70,0,26.0,False,False
R194,U323,I75,5,2026-07-04 03:03:31.867305,0,25,5,40,14,25,14,70,0,26.0,False,False
R195,U946,I216,5,2026-07-23 22:11:31.867318,0,25,4,15,12,25,12,70,0,21.0,False,False
R196,U226,I421,3,2026-08-03 16:37:31.867331,0,0,4,15,13,25,13,70,0,17.25,False,False
R197,U643,I424,3,2026-06-05 01:34:31.867345,0,0,9,40,14,25,14,70,0,22.25,False,False
R198,U516,I275,1,2026-06-04 03:39:31.867360,0,25,3,15,16,25,16,100,0,25.5,False,False
R199,U739,I237,1,2026-06-11 22:40:31.867374,0,25,6,40,13,25,13,70,0,26.0,False,False
R200,U326,I99,2,2026-06-11 13:03:31.867388,0,0,8,40,8,10,8,40,0,15.5,False,False
R201,U404,I10,1,2026-07-31 17:46:31.867405,0,25,5,40,8,10,8,40,0,19.25,False,False
R202,U589,I123,5,2026-08-04 13:36:31.867418,0,25,6,40,11,25,11,70,0,26.0,False,False
R203,U10,I127,5,2026-07-31 09:29:31.867432,0,25,7,40,10,25,10,70,0,26.0,False,False
R204,U873,I293,4,2026-07-14 20:30:31.867445,0,0,8,40,15,25,15,100,0,26.75,False,False
R205,U137,I330,3,2026-07-11 00:21:31.867459,0,0,5,40,12,25,12,70,0,22.25,False,False
R206,U124,I124,4,2026-08-07 23:39:31.867472,0,0,5,40,10,25,10,70,0,22.25,False,False
R207,U587,I30,5,2026-07-12 23:15:31.867486,0,25,6,40,10,25,9,40,0,21.5,False,False
R208,U846,I273,1,2026-06-27 02:43:31.867499,0,25,3,15,12,25,12,70,0,21.0,False,False
R209,U734,I62,1,2026-07-17 00:52:31.867513,0,25,5,40,8,10,8,40,0,19.25,False,False
R210,U335,I31,2,2026-07-15 14:04:31.867526,0,0,3,15,14,25,14,70,0,17.25,False,False
R211,U217,I365,4,2026-07-24 00:41:31.867540,0,0,8,40,10,25,10,70,0,22.25,False,False
R212,U410,I35,3,2026-06-09 09:00:31.867552,0,0,11,70,9,10,9,40,0,21.5,False,False
R213,U814,I402,5,2026-06-27 16:02:31.867566,0,25,5,40,5,10,5,40,0,19.25,False,False
R214,U210,I194,4,2026-07-30 02:27:31.867580,0,0,4,15,6,10,6,40,0,10.5,False,False
R215,U936,I225,1,2026-07-23 01:52:31.867596,0,25,10,70,12,25,12,70,0,32.0,False,False
R216,U706,I178,5,2026-06-07 05:45:31.867609,0,25,4,15,11,25,11,70,0,21.0,False,False
R217,U613,I205,5,2026-07-20 12:01:31.867623,0,25,1,15,13,25,13,70,0,21.0,False,False
R218,U214,I180,2,2026-06-16 12:27:31.867636,0,0,7,40,9,10,9,40,0,15.5,False,False
R219,U61,I360,1,2026-06-15 19:05:31.867650,0,25,3,15,10,25,10,70,0,21.0,False,False
R220,U341,I278,3,2026-06-04 10:47:31.867663,0,0,5,40,9,10,9,40,0,15.5,False,False
R221,U861,I497,4,2026-08-03 14:36:31.867677,0,0,5,40,12,25,12,70,0,22.25,False,False
R222,U375,I324,3,2026-07-01 20:09:31.867691,0,0,6,40,10,25,10,70,0,22.25,False,False
R223,U681,I126,1,2026-06-13 14:35:31.867706,0,25,4,15,8,10,8,40,0,14.25,False,False
R224,U342,I440,4,2026-07-08 15:31:31.867719,0,0,10,70,13,25,13,70,0,28.25,False,False
R225,U245,I299,4,2026-06-21 02:57:31.867733,0,0,6,40,12,25,12,70,0,22.25,False,False
R226,U190,I182,3,2026-08-01 07:15:31.867746,0,0,7,40,14,25,14,70,0,22.25,False,False
R227,U103,I194,3,2026-07-20 10:22:31.867759,0,0,8,40,6,10,6,40,0,15.5,False,False
R228,U402,I489,5,2026-08-07 22:56:31.867773,0,25,6,40,8,10,8,40,0,19.25,False,False
R229,U675,I68,5,2026-07-20 23:43:31.867789,0,25,5,40,12,25,12,70,0,26.0,False,False
R230,U482,I248,2,2026-07-01 05:47:31.867803,0,0,8,40,10,25,10,70,0,22.25,False,False
R231,U28,I437,2,2026-06-23 06:03:31.867816,0,0,5,40,7,10,7,40,0,15.5,False,False
R232,U608,I215,4,2026-07-05 12:37:31.867830,0,0,7,40,13,25,13,70,0,22.25,False,False
R233,U4,I175,2,2026-07-15 23:34:31.867845,0,0,6,40,8,10,8,40,0,15.5,False,False
R234,U181,I266,1,2026-07-08 10:51:31.867858,0,25,5,40,11,25,11,70,0,26.0,False,False
R235,U826,I130,3,2026-08-05 13:55:31.867872,0,0,6,40,11,25,11,70,0,22.25,False,False
R236,U836,I360,4,2026-08-04 20:46:31.867885,0,0,7,40,10,25,10,70,0,22.25,False,False
R237,U35,I457,1,2026-06-16 02:01:31.867899,0,25,6,40,4,10,4,20,0,16.25,False,False
R238,U713,I236,3,2026-06-15 01:39:31.867912,0,0,6,40,15,25,15,100,0,26.75,False,False
R239,U913,I104,3,2026-06-24 02:21:31.867925,0,0,5,40,13,25,13,70,0,22.25,False,False
R240,U893,I418,3,2026-07-05 13:12:31.867939,0,0,6,40,11,25,11,70,0,22.25,False,False
R241,U848,I135,1,2026-07-08 20:29:31.867952,0,25,4,15,10,25,10,70,0,21.0,False,False
R242,U986,I63,1,2026-07-25 15:18:31.867965,0,25,5,40,7,10,7,40,0,19.25,False,False
R243,U685,I286,5,2026-08-11 17:18:31.867981,0,25,6,40,14,25,14,70,0,26.0,False,False
R244,U138,I251,2,2026-08-11 01:54:31.867996,0,0,7,40,16,25,16,100,0,26.75,False,False
R245,U270,I73,4,2026-07-04 15:08:31.868010,0,0,7,40,13,25,13,70,0,22.25,False,False
R246,U213,I216,2,2026-06-26 11:48:31.868023,0,0,8,40,12,25,12,70,0,22.25,False,False
R247,U893,I52,3,2026-06-15 03:30:31.868037,0,0,6,40,15,25,15,100,0,26.75,False,False
R248,U265,I346,3,2026-07-01 13:45:31.868054,0,0,8,40,16,25,16,100,0,26.75,False,False
R249,U118,I270,5,2026-07-21 21:43:31.868068,0,25,7,40,12,25,12,70,0,26.0,False,False
R250,U606,I162,2,2026-08-09 20:46:31.868081,0,0,8,40,10,25,10,70,0,22.25,False,False
R251,U589,I210,5,2026-08-07 17:53:31.868096,0,25,6,40,11,25,11,70,0,26.0,False,False
R252,U428,I253,4,2026-07-19 03:43:31.868110,0,0,3,15,10,25,9,40,0,12.75,False,False
R253,U711,I387,5,2026-06-15 18:56:31.868124,0,25,3,15,9,10,9,40,0,14.25,False,False
R254,U988,I354,1,2026-06-20 23:31:31.868138,0,25,4,15,8,10,8,40,0,14.25,False,False
R255,U177,I88,5,2026-06-23 23:48:31.868151,0,25,5,40,12,25,12,70,0,26.0,False,False
R256,U781,I439,3,2026-06-16 23:24:31.868165,0,0,6,40,7,10,7,40,0,15.5,False,False
R257,U521,I232,3,2026-07-13 17:08:31.868178,0,0,6,40,9,10,9,40,0,15.5,False,False
R258,U772,I491,3,2026-08-01 15:33:31.868192,0,0,5,40,10,25,10,70,0,22.25,False,False
R259,U876,I361,2,2026-07-12 22:02:31.868206,0,0,6,40,11,25,11,70,0,22.25,False,False
