comment_id,user_id,item_id,text,timestamp,is_fake_attack,attack_type,duplicate_count,duplicate_score,spam_score,near_duplicate_similarity,near_duplicate_score,user_comment_count,user_activity_score,unique_users_for_text,text_item_group_size,coordination_score,attack_pattern_score,base_attack_score,coordination_boost,attack_score,detected_fake,is_real_attack
C73,U305,I428,thanks for sharing this information. reference 73,2026-07-29 07:22:31.777936,False,GENUINE,1,0,0,1.0,50,4,0,1,1,0,0,7.5,0,7.5,False,False
C74,U457,I275,i think this could be improved. reference 74,2026-07-12 13:45:31.777950,False,GENUINE,1,0,0,1.0000000000000002,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C75,U565,I390,this was a surprisingly interesting post. reference 75,2026-07-01 09:16:31.777964,False,GENUINE,1,0,0,1.0,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C76,U955,I164,the explanation of sports was very clear. reference 76,2026-06-20 18:52:31.777979,False,GENUINE,1,0,0,1.0,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C77,U392,I119,the information presented here is useful. reference 77,2026-07-13 20:54:31.777994,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C78,U762,I242,the information presented here is useful. reference 78,2026-06-12 10:07:31.778008,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C79,U811,I420,i learned something useful about food here. reference 79,2026-08-08 11:06:31.778023,False,GENUINE,1,0,0,1.0000000000000002,50,4,0,1,1,0,0,7.5,0,7.5,False,False
C80,U129,I257,thanks for sharing this information. reference 80,2026-08-02 16:44:31.778037,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C81,U895,I432,i think this could be improved. reference 81,2026-06-24 23:01:31.778051,False,GENUINE,1,0,0,1.0000000000000002,50,9,15,1,1,0,0,9.0,0,9.0,False,False
C82,U932,I233,i really enjoyed this post about education. reference 82,2026-07-05 12:22:31.778065,False,GENUINE,1,0,0,1.0,50,3,0,1,1,0,0,7.5,0,7.5,False,False
C83,U891,I335,i learned something useful about gaming here. reference 83,2026-06-30 02:21:31.778082,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C84,U800,I496,i have a different opinion about music. reference 84,2026-06-16 02:27:31.778096,False,GENUINE,1,0,0,1.0,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C85,U709,I203,this is an interesting perspective on music. reference 85,2026-06-11 10:49:31.778111,False,GENUINE,1,0,0,1.0,50,3,0,1,1,0,0,7.5,0,7.5,False,False
C86,U879,I273,the information presented here is useful. reference 86,2026-06-15 18:43:31.778125,False,GENUINE,1,0,0,1.0,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C87,U735,I454,i think this could be improved. reference 87,2026-06-16 15:07:31.778139,False,GENUINE,1,0,0,1.0000000000000002,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C88,U70,I120,i have a different opinion about sports. reference 88,2026-06-04 20:38:31.778154,False,GENUINE,1,0,0,1.0,50,4,0,1,1,0,0,7.5,0,7.5,False,False
C89,U92,I222,this is an interesting perspective on gaming. reference 89,2026-07-02 10:45:31.778168,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C90,U170,I355,i have a different opinion about technology. reference 90,2026-08-07 15:30:31.778182,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C91,U332,I407,i really enjoyed this post about movies. reference 91,2026-07-10 04:54:31.778198,False,GENUINE,1,0,0,1.0,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C92,U383,I220,i learned something useful about sports here. reference 92,2026-06-24 11:37:31.778213,False,GENUINE,1,0,0,1.0000000000000002,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C93,U421,I289,i learned something useful about education here. reference 93,2026-07-26 21:32:31.778228,False,GENUINE,1,0,0,1.0,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C94,U80,I312,the information presented here is useful. reference 94,2026-06-27 12:48:31.778242,False,GENUINE,1,0,0,1.0,50,11,40,1,1,0,0,11.5,0,11.5,False,False
C95,U934,I298,i learned something useful about sports here. reference 95,2026-06-30 20:35:31.778256,False,GENUINE,1,0,0,1.0000000000000002,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C96,U653,I130,click here for amazing deals,2026-06-12 03:14:31.778270,False,GENUINE,53,50,30,1.0000000000000002,50,3,0,53,1,40,0,35.0,8,43.0,False,False
C97,U9,I460,i think this could be improved. reference 97,2026-06-11 03:43:31.778284,False,GENUINE,1,0,0,1.0000000000000002,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C98,U559,I80,this is an interesting perspective on food. reference 98,2026-07-11 09:05:31.778297,False,GENUINE,1,0,0,1.0000000000000002,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C99,U601,I153,the information presented here is useful. reference 99,2026-07-01 06:00:31.778312,False,GENUINE,1,0,0,1.0,50,9,15,1,1,0,0,9.0,0,9.0,False,False
C100,U865,I154,the explanation of fashion was very clear. reference 100,2026-06-28 20:23:31.778328,False,GENUINE,1,0,0,1.0000000000000002,50,8,15,1,1,0,0,9.0,0,9.0,False,False
C101,U109,I121,the information presented here is useful. reference 101,2026-06-20 12:17:31.778341,False,GENUINE,1,0,0,0.6598076480079632,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C102,U302,I358,i have a different opinion about technology. reference 102,2026-06-12 22:03:31.778356,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C103,U405,I140,i really enjoyed this post about technology. reference 103,2026-06-17 15:16:31.778373,False,GENUINE,1,0,0,1.0000000000000002,50,2,0,1,1,0,0,7.5,0,7.5,False,False
C104,U763,I254,i have a different opinion about sports. reference 104,2026-06-17 13:49:31.778389,False,GENUINE,1,0,0,1.0,50,9,15,1,1,0,0,9.0,0,9.0,False,False
C105,U821,I180,the explanation of sports was very clear. reference 105,2026-06-16 07:37:31.778404,False,GENUINE,1,0,0,1.0,50,4,0,1,1,0,0,7.5,0,7.5,False,False
C106,U256,I347,i learned something useful about gaming here. reference 106,2026-06-15 17:16:31.778419,False,GENUINE,1,0,0,1.0,50,10,40,1,1,0,0,11.5,0,11.5,False,False
C107,U661,I20,i have a different opinion about food. reference 107,2026-08-08 19:05:31.778433,False,GENUINE,1,0,0,1.0,50,9,15,1,1,0,0,9.0,0,9.0,False,False
C108,U593,I186,i learned something useful about gaming here. reference 108,2026-07-15 23:18:31.778448,False,GENUINE,1,0,0,1.0,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C109,U334,I382,the information presented here is useful. reference 109,2026-07-24 13:20:31.778464,False,GENUINE,1,0,0,1.0,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C110,U135,I402,this was a surprisingly interesting post. reference 110,2026-06-24 12:19:31.778479,False,GENUINE,1,0,0,1.0,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C111,U513,I467,i have a different opinion about education. reference 111,2026-07-19 10:37:31.778496,False,GENUINE,1,0,0,1.0000000000000002,50,5,15,1,1,0,0,9.0,0,9.0,False,False
C112,U935,I422,i think this could be improved. reference 112,2026-06-04 21:05:31.778512,False,GENUINE,1,0,0,1.0000000000000002,50,4,0,1,1,0,0,7.5,0,7.5,False,False
C113,U891,I173,this is an interesting perspective on food. reference 113,2026-08-04 23:29:31.778526,False,GENUINE,1,0,0,1.0000000000000002,50,6,15,1,1,0,0,9.0,0,9.0,False,False
C114,U144,I386,the explanation of fashion was very clear. reference 114,2026-06-22 02:30:31.778541,False,GENUINE,1,0,0,0.7656396726651926,20,11,40,1,1,0,0,7.0,0,7.0,False,False
C115,U374,I46,the information presented here is useful. reference 115,2026-07-18 18:15:31.778555,False,GENUINE,1,0,0,0.6598076480079632,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C116,U549,I63,i think this could be improved. reference 116,2026-06-11 14:10:31.778569,False,GENUINE,1,0,0,0.6122441426822248,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C117,U766,I344,i have a different opinion about fashion. reference 117,2026-06-14 17:03:31.778583,False,GENUINE,1,0,0,0.743131701331639,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C118,U962,I190,this is an interesting perspective on sports. reference 118,2026-06-29 22:01:31.778597,False,GENUINE,1,0,0,0.7310531063082972,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C119,U25,I317,this was a surprisingly interesting post. reference 119,2026-06-17 07:14:31.778611,False,GENUINE,1,0,0,0.661661894767308,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C120,U226,I331,this is an interesting perspective on food. reference 120,2026-06-09 00:27:31.778626,False,GENUINE,1,0,0,0.7354630625709739,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C121,U309,I332,the information presented here is useful. reference 121,2026-07-30 02:38:31.778640,False,GENUINE,1,0,0,0.6598076480079632,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C122,U46,I484,i really enjoyed this post about movies. reference 122,2026-06-27 23:49:31.778654,False,GENUINE,1,0,0,0.7772370080656208,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C123,U118,I49,the explanation of education was very clear. reference 123,2026-07-07 10:58:31.778668,False,GENUINE,1,0,0,0.7597438970269877,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C124,U464,I189,this was a surprisingly interesting post. reference 124,2026-06-19 08:55:31.778682,False,GENUINE,1,0,0,0.661661894767308,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C125,U760,I372,i learned something useful about fashion here. reference 125,2026-06-13 05:17:31.778696,False,GENUINE,1,0,0,0.7359149406482672,20,13,40,1,1,0,0,7.0,0,7.0,False,False
C126,U101,I426,i think this could be improved. reference 126,2026-07-17 08:52:31.778710,False,GENUINE,1,0,0,0.6122441426822248,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C127,U33,I353,this is worth discussing further. reference 127,2026-07-02 11:23:31.778724,False,GENUINE,1,0,0,0.6148367794734235,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C128,U455,I486,the explanation of music was very clear. reference 128,2026-08-02 18:56:31.778738,False,GENUINE,1,0,0,0.7662202675963719,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C129,U702,I188,this was a surprisingly interesting post. reference 129,2026-08-06 07:42:31.778753,False,GENUINE,1,0,0,0.661661894767308,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C130,U407,I141,the explanation of gaming was very clear. reference 130,2026-07-01 10:38:31.778767,False,GENUINE,1,0,0,0.7624332223630372,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C131,U93,I339,the explanation of technology was very clear. reference 131,2026-08-07 05:29:31.778782,False,GENUINE,1,0,0,0.768821942884016,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C132,U805,I170,the explanation of education was very clear. reference 132,2026-06-21 10:38:31.778796,False,GENUINE,1,0,0,0.7597438970269877,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C133,U210,I35,this was a surprisingly interesting post. reference 133,2026-06-19 11:00:31.778810,False,GENUINE,1,0,0,0.661661894767308,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C134,U221,I416,the explanation of music was very clear. reference 134,2026-07-29 09:38:31.778827,False,GENUINE,1,0,0,0.7662202675963719,20,3,0,1,1,0,0,3.0,0,3.0,False,False
C135,U807,I461,thanks for sharing this information. reference 135,2026-07-17 14:16:31.778843,False,GENUINE,1,0,0,0.6789809902112234,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C136,U879,I74,i learned something useful about movies here. reference 136,2026-07-26 22:47:31.778858,False,GENUINE,1,0,0,0.736990248638929,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C137,U112,I338,i really enjoyed this post about education. reference 137,2026-08-10 11:31:31.778872,False,GENUINE,1,0,0,0.7751482859536991,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C138,U366,I404,the explanation of music was very clear. reference 138,2026-08-10 09:30:31.778886,False,GENUINE,1,0,0,0.7662202675963719,20,3,0,1,1,0,0,3.0,0,3.0,False,False
C139,U178,I135,i really enjoyed this post about education. reference 139,2026-06-05 07:40:31.778903,False,GENUINE,1,0,0,0.7751482859536991,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C140,U431,I269,this is an interesting perspective on gaming. reference 140,2026-06-29 11:36:31.778924,False,GENUINE,1,0,0,0.7326877208387651,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C141,U459,I398,this is worth discussing further. reference 141,2026-07-01 16:33:31.778939,False,GENUINE,1,0,0,0.6148367794734235,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C142,U515,I113,thanks for sharing this information. reference 142,2026-06-06 15:17:31.778953,False,GENUINE,1,0,0,0.6789809902112234,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C143,U802,I465,you must buy this product,2026-07-01 03:22:31.778967,False,GENUINE,51,50,0,1.0,50,9,15,51,1,40,0,30.5,8,38.5,False,False
C144,U658,I493,i really enjoyed this post about technology. reference 144,2026-06-29 05:37:31.778981,False,GENUINE,1,0,0,0.7763004403525399,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C145,U867,I205,the information presented here is useful. reference 145,2026-06-28 04:58:31.778995,False,GENUINE,1,0,0,0.6598076480079632,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C146,U729,I465,i think this could be improved. reference 146,2026-08-04 11:29:31.779009,False,GENUINE,1,0,0,0.6122441426822248,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C147,U329,I311,i learned something useful about gaming here. reference 147,2026-07-31 08:18:31.779023,False,GENUINE,1,0,0,0.7317498758867395,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C148,U281,I319,thanks for sharing this information. reference 148,2026-07-08 03:53:31.779037,False,GENUINE,1,0,0,0.6789809902112234,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C149,U611,I271,i have a different opinion about food. reference 149,2026-06-26 19:35:31.779052,False,GENUINE,1,0,0,0.7486181787682682,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C150,U619,I220,this is an interesting perspective on gaming. reference 150,2026-06-13 05:44:31.779066,False,GENUINE,1,0,0,0.7326877208387651,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C151,U666,I449,this was a surprisingly interesting post. reference 151,2026-07-03 16:28:31.779080,False,GENUINE,1,0,0,0.661661894767308,0,3,0,1,1,0,0,0.0,0,0.0,False,False
C152,U462,I454,the explanation of fashion was very clear. reference 152,2026-07-11 23:34:31.779094,False,GENUINE,1,0,0,0.7656396726651926,20,10,40,1,1,0,0,7.0,0,7.0,False,False
